Marca temporal,1. Utiliza habitualmente la página web de ATM,2. Le resultó simple la creación de su cuenta en Mis Trámites,3. Le resulta comprensible la sección de Mis Trámites,4. El trámite que realizó dentro de Mis Trámites fue resuelto de forma:,5. La información brindada por la página web de ATM es:,6. El boleto para pagar el año 2021 lo obtiene por:,Agregue aquí su sugerencia
10/2/2021 17:40:32,SI,SI,NO,Poco satisfactoria,Mala,Descarga de la página web de ATM,
10/2/2021 17:57:47,SI,NO,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
10/2/2021 18:20:08,SI,SI,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,
10/2/2021 18:57:46,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,
10/2/2021 20:02:06,NO,NO,NO,Poco satisfactoria,Mala,Descarga de la página web de ATM,Es muy complejo realizar un reclamo por web y además adjuntar archivos
10/2/2021 22:07:34,SI,SI,SI,Muy satisfactoria,Buena,tengo una exencion ,agregar distintos correos eléctrinicos aclarados a que sector corresponden para realizar consultas u otros para los diferentes trámites.
10/2/2021 23:45:04,NO,NO,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
11/2/2021 4:00:04,NO,SI,SI,Muy satisfactoria,Buena,Recepción por correo electrónico,
11/2/2021 8:47:46,NO,NO,SI,Satisfactoria,Buena,Entrega en su domicilio real,
11/2/2021 9:09:46,SI,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,Menos demora en las respuestas y mas sencillo los sellados
11/2/2021 9:14:03,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
11/2/2021 9:48:06,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,"Mejor atención en ventanilla única. Simplificar aún más la información, las indicaciones y letras más grandes."
11/2/2021 11:00:26,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
11/2/2021 11:06:32,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
11/2/2021 11:06:53,SI,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,
11/2/2021 11:15:05,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
11/2/2021 11:19:57,SI,SI,SI,Muy satisfactoria,Muy Buena,NO,
11/2/2021 11:36:46,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
11/2/2021 12:00:09,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
11/2/2021 12:09:29,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
11/2/2021 12:21:08,SI,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,"es muy complejo e inentendible hacer seguimiento de tramite, responder observaciones y reclamar falta de respuestas a los expedientes iniciados."
11/2/2021 12:29:34,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
11/2/2021 12:42:10,SI,NO,NO,Nada satisfactoria,Regular,Descarga de la página web de ATM,"deberían atender de forma presencial. Todo los organismos Estatales están funcionando como antes de la pandemia.  Parece que ATM no quiere trabajar, de esta manera  no van a recaudar"
11/2/2021 12:58:42,NO,NO,NO,Nada satisfactoria,Regular,Descarga de la página web de ATM,un telefono de comunicación. una mesa de entradas para informes... miconsulta es breve. quiero saber si sigue vigente  el descuento de auto nuevo por auto nuevo
11/2/2021 13:54:48,SI,SI,NO,Nada satisfactoria,Regular,Descarga de la página web de ATM,"Nadie responde a las consultas, no atienden el teléfono ni responden los mails, es imposible comunicarse. He iniciado nuevamente un trámite en catastro para ver si me contesta alguien"
11/2/2021 13:55:31,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,Para el sellado de Orden de Compra no figura dicha opción en el tipo de archivo a adjuntar
11/2/2021 14:04:56,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,En mis trámites debería permitir hacer comentarios del documento adjunto de ser necesario. En la oficina virtual en impuestos debería el sistema arrojar datos como el iporte y fecha de pago y debería dejar generar boletos para el calculo de intereses de manera simple
11/2/2021 15:10:31,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,HAY QUE EXPLICAR MAS EL TEMA DE PRESENTACIONES ON LINE
11/2/2021 15:17:43,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
11/2/2021 16:01:43,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
11/2/2021 16:06:49,SI,NO,NO,Nada satisfactoria,Regular,Descarga de la página web de ATM,
11/2/2021 16:24:34,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
11/2/2021 17:44:54,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,NECESITO LA INSCRIPCION EN INGRESOS BRUTOS - GRACIAS -
11/2/2021 17:53:49,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
11/2/2021 17:54:44,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
11/2/2021 19:09:22,NO,NO,NO,Satisfactoria,Regular,Descarga de la página web de ATM,
11/2/2021 19:19:08,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
11/2/2021 20:31:58,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
11/2/2021 22:03:52,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Sería conveniente poder hacer consultas on line mas dinámicas con respecto a los trámites a realizar con un canal exclusivo para Contadores matriculados.
11/2/2021 22:35:25,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
12/2/2021 10:03:49,SI,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,
12/2/2021 10:42:41,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
12/2/2021 10:47:21,SI,SI,NO,Nada satisfactoria,Mala,Descarga de la página web de ATM,"Ya no quieren trabajar, ahora los contratos ya ni siquiera los quieren cargar, no estaria sabiendo para que cobran lo que cobran si ya ni eso hacen. Saludos"
12/2/2021 10:55:05,NO,SI,NO,Poco satisfactoria,Buena,Descarga de la página web de ATM,es necesaria la atencion personal  por casos puntuales no resueltos por pagina web
12/2/2021 10:55:54,SI,SI,NO,Poco satisfactoria,Buena,Descarga de la página web de ATM,"EL SISTEMA TRAMITES EN LINEA ES POCO AMIGABLE, MUY COMPLICADO DE ENTENDER. CREO QUE ESTO PUEDE HACER QUE LOS EXPEDIENTES NO SE MUEVAN CON MAS AGILIDAD."
12/2/2021 10:56:02,SI,SI,SI,Nada satisfactoria,Regular,Descarga de la página web de ATM,INICIE TRAMITE EL AÑO PASADO Y TODAVIA NO TENEMOS RESPUESTA
12/2/2021 11:21:08,SI,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,
12/2/2021 11:30:54,SI,SI,NO,Nada satisfactoria,Mala,Descarga de la página web de ATM,
12/2/2021 12:02:24,SI,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,Colocar gente idónea para responder trámites web.
12/2/2021 12:43:21,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
12/2/2021 12:48:12,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
12/2/2021 13:35:39,SI,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,
12/2/2021 14:35:07,SI,SI,NO,Nada satisfactoria,Regular,Entrega en su domicilio real,"INICIÉ UN TRAMITE SOLICITANDO LA BAJA COMO AGENTE DE RETENCIÓN DE SELLOS , YO NUNCA RECIBÍ NINGUNA NOTIFICACIÓN EN MI DOMICILIO ELECTRÓNICO DE LAS OBSERVACIONES QUE SE EFECTUARON Y SIN MÁS LO MANDARON A ARCHIVO SIN DARME LA OPORTUNIDAD DE AGREGAR LA DOCUMENTACIÓN QUE ME PEDÍAN.  AHORA  HE TENIDO QUE  INICIAR OTRO EXPEDIENTE.  DEL DISEÑO DE LA PÁGINA ES COMPLICADO. NO SE CONDICE CON LA TRAMITACIÓN NORMAL DE UN EXPEDIENTE QUE PERMITE POR EJEMPLO EL DESARCHIVO."
12/2/2021 15:21:35,NO,NO,SI,Satisfactoria,Buena,No lo se aun.recien estoy tatando de comenzar un tramite de inscripcion de mi vehiculo,"Cuando trate de registrarme on line, resultó imposible, ya que jamás me enviaron el mail con el Link que dicen se necesita para la registracion.tuve que contactarme a traves de ""ayuda"",y mensajes en la pagina. No se aun si el problema esta resuelto...pero me respondieron hoy...veremos"
12/2/2021 17:15:54,NO,NO,NO,Poco satisfactoria,Regular,Recepción por correo electrónico,falta mas indicaciones para acceder a ciertos tramites como el de los sellados. 
12/2/2021 17:28:23,SI,NO,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,
12/2/2021 17:31:09,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
12/2/2021 17:55:31,NO,SI,SI,Satisfactoria,Buena, lo gestiona mi ex esposa,NUNCA ATIENDEN CUANDO SE LLAMA AL FONO SERVICIO
12/2/2021 18:01:43,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,"SERÍA IDEAL QUE ALGUIEN ATIENDA EL TELÉFONO

"
12/2/2021 19:16:05,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,todo muy claro y preciso
12/2/2021 22:12:13,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
13/2/2021 8:42:20,NO,SI,NO,Poco satisfactoria,Regular,NO DESCARGO BOLETO,Podrian brindar mayor informacion de asesoramiento en la seccion mis tramites.
13/2/2021 10:52:44,SI,NO,NO,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
13/2/2021 12:11:04,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
13/2/2021 13:10:04,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
13/2/2021 13:35:47,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
14/2/2021 9:42:57,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Bien
14/2/2021 20:01:21,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
14/2/2021 20:30:41,NO,NO,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
15/2/2021 7:32:42,SI,SI,SI,Satisfactoria,Muy Buena,Recepción por correo electrónico,"HAY CONSULTAS RAPIDAS QUE PODRIAN SOLUCIONARSE CON UN CHAT.
CREO QUE FALTA EN LA PAGINA UN CHAT CON UN OPERADOR DE ATM."
15/2/2021 10:37:46,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
15/2/2021 11:01:09,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,"CUANDO UNO YA  ABONO UN BOLETO NO DEJA  IMPRIMIRLO.. DEBERIA  DEJARSE  Y QUE  FIGURE  COMO UN  SELLO DE AGUA   QUE DIGA  PAGADO,...  DE ESA  FORMA  SE VISUALIZA  POSTERIOR   AL PAGO Y  NO FUIGURA COMO PENDIENTE.. SINO ABONADO"
15/2/2021 11:33:38,NO,SI,NO,Nada satisfactoria,Buena,Descarga de la página web de ATM,
15/2/2021 12:33:03,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
15/2/2021 14:55:13,SI,SI,NO,Poco satisfactoria,Regular,Recepción por correo electrónico,
16/2/2021 10:29:23,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"La respuesta del punto 4, es en base a lo que espero del trámite que he realizado; utilice la sección Trámies On-Line por primera vez."
16/2/2021 11:05:49,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,"Debería ser mas rápido la resolución de los trámites, como  por ejemplo pedido de Tasa de Justicia o numero de planos de Títulos Supletorios. "
16/2/2021 11:42:12,SI,SI,SI,Satisfactoria,Muy Buena,Recepción por correo electrónico,BUENA
16/2/2021 12:18:48,SI,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,
16/2/2021 18:35:48,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
16/2/2021 19:51:12,SI,NO,SI,Satisfactoria,Buena,Recepción por correo electrónico,
16/2/2021 20:37:20,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
16/2/2021 20:46:47,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
17/2/2021 5:58:52,NO,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,mejorar los iconos de mis trámites!
17/2/2021 9:10:08,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
17/2/2021 9:40:10,SI,SI,SI,Nada satisfactoria,Mala,Descarga de la página web de ATM,"ATM ES UNA VERGUENZA. FUNCIONA MAL Y TRABAJA MAL LA GENTE QUE ESTA ATRAS DE ESTE SISTEMA, NO TENEMOS RESPUESTAS RAPIDAS Y SOLO TENEMOS QUE LIDIAR CONTRA UNA PAGINA. ATM UN DESASTRE Y LA GENTE ADAPTADA AL SISTEMA. UN DESASTRE. GRACIAS POR COMPLICARLE LA EXISTENCIA A LSO CONTADORES. "
17/2/2021 10:20:28,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
17/2/2021 11:11:26,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
17/2/2021 11:34:45,NO,NO,SI,Poco satisfactoria,Buena,Entrega en su domicilio real,podrian dar la posibilidad de sacar boleta de plan de pagos sin iniciar un expediente.
17/2/2021 11:42:48,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
17/2/2021 11:43:20,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
17/2/2021 11:57:52,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,LOS TRAMITES ON LINE DEBERIAN SER MAS RAPIDOS SI SOLO ES UN PEDIDO DE BOLETA PARA PAGAR
17/2/2021 12:07:28,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
17/2/2021 13:01:27,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Muchas veces esta en mantenimiento y no funciona
17/2/2021 13:02:01,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
17/2/2021 13:07:50,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
17/2/2021 13:10:02,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
17/2/2021 13:46:41,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
17/2/2021 13:47:02,SI,NO,NO,Poco satisfactoria,Regular,solo dios lo sabe,no es para usuarios no familiarizados con internet
17/2/2021 14:30:41,SI,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,
17/2/2021 15:29:29,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
17/2/2021 15:36:06,SI,SI,NO,Satisfactoria,Mala,Descarga de la página web de ATM,que sea mas ágil la obtención de información y mas explicita 
17/2/2021 16:06:55,SI,SI,SI,Nada satisfactoria,Mala,Descarga de la página web de ATM,"Mi tramite es por Retenciones Indebidas desde 2018 y 3 años mas tarde no tengo ninguna respuesta. 3 años reteniendome el 8% mensual... para cobrar son rapidos, para devover lo robado... ya van 3 años"
17/2/2021 16:23:35,NO,NO,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"pueden dar mejor atencion en la casa de gobierno? casi me infarto con el mal trato recibido, tengo 66 años y me cuesta el manejo de internet podrian tener una persona, para que atienda a las personas mayores,y les soluciones los problemas gracias"
17/2/2021 16:59:02,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
17/2/2021 17:09:38,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
17/2/2021 17:49:37,SI,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,
17/2/2021 17:54:53,SI,SI,NO,Satisfactoria,Buena,Entrega en su domicilio real,HAY BOLETOS DE INMOBILIARIO Y PATENTES QUE DEBERIAN SEGUIR ENVIANDOLOS AL DOMICILIO
17/2/2021 18:32:12,NO,SI,SI,Poco satisfactoria,Regular,NO LO SE,QUE ATM Y LA JUSTICIA ACUERDEN EL MODO DE DECRETAR. EN LOS EXPEDIENTES JUDICIALES AÚN DECRETAN CON EL SISTEMA ANTERIOR
17/2/2021 19:03:17,SI,SI,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,Tengo un trámite pendiente sin respuesta de ATM - Expte. electrónico N° EE-6343-2021
17/2/2021 19:28:56,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
17/2/2021 20:34:49,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
17/2/2021 23:22:59,SI,SI,SI,Satisfactoria,Buena,NO ME HA LLEGADO,
17/2/2021 23:26:36,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
18/2/2021 0:16:51,NO,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,
18/2/2021 9:07:47,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
18/2/2021 10:53:13,NO,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,usar atajos de trámites mas usados porque a veces es difícil llegar al tramite objetivo  
18/2/2021 11:12:18,SI,SI,SI,Muy satisfactoria,Regular,Descarga de la página web de ATM,
18/2/2021 11:15:28,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,LOS PAGOS DE PLANES DE PAGO DEBERIA ACREDITARSE RAPIDO O TENER DONDE PODER INFORMARLO PARA PODER GENERAR EL LIBRE DE DEUDA RAPIDO Y EN TIEMPO
18/2/2021 11:26:38,SI,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,
18/2/2021 11:42:20,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
18/2/2021 12:29:06,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
18/2/2021 12:44:23,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
18/2/2021 13:47:13,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
18/2/2021 14:02:02,SI,SI,NO,Satisfactoria,Buena,.,
18/2/2021 14:03:01,SI,NO,NO,Poco satisfactoria,Regular,La retiro personalmente en una agencia de rentas,"Mejorar explicación de los tramites e incorporar automáticamente los vehículos de los contribuyentes, en mi caso no fue así por lo que presente un expediente electrónico para solicitar el alta"
18/2/2021 14:14:36,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,NO ESTAN TODAS LAS OPCIONES EN EL BOTON APLICATIVOS SELLOS FALTA LOC VI MAS DE 120000
18/2/2021 14:30:22,SI,SI,SI,Muy satisfactoria,Muy Buena,Entrega en su domicilio real,cambio domicilio es ITUZAINGO 2358 DPTO 3 4TA SECCION DE CIUDAD MENDOZA gracias 
18/2/2021 15:00:47,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
18/2/2021 15:12:39,NO,SI,SI,Poco satisfactoria,Regular,No corresponde,
18/2/2021 15:41:53,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
18/2/2021 15:59:29,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,la plataforma sobre la que corre ATM es lenta y cada click necesita de varios segundos de actualizacion lo que hace muy lento el uso de la plataforma
18/2/2021 16:26:09,SI,SI,NO,Nada satisfactoria,Mala,Descarga de la página web de ATM,
18/2/2021 18:49:06,NO,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
18/2/2021 18:59:55,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,NADA
18/2/2021 19:17:30,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
18/2/2021 19:44:44,NO,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
18/2/2021 19:47:26,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
18/2/2021 21:08:25,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
18/2/2021 21:55:21,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Dentro de la sección trámites encontrar la opción de oficina virtual no me pareció intuitiva. Me resultó muy dificil detectar que existía esa función.
18/2/2021 21:55:48,NO,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,
18/2/2021 21:58:24,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
19/2/2021 0:51:09,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
19/2/2021 9:01:17,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
19/2/2021 9:12:17,NO,NO,NO,Nada satisfactoria,Regular,Descarga de la página web de ATM,"Muy engorrosa la búsqueda, hace varios días estamos tratando de poner al día el inmobiliario y no hay forma de sacar boleto de cuotas vencidas actualizadas ni generar VEP"
19/2/2021 9:13:37,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
19/2/2021 9:25:26,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
19/2/2021 10:05:49,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
19/2/2021 10:18:47,SI,SI,SI,Satisfactoria,Regular,No tenemos que hacer pagos a ATM(estamos en convenio multilateral),
19/2/2021 10:48:18,SI,SI,SI,Nada satisfactoria,Regular,Descarga de la página web de ATM,"Estaria bueno que no dejen esperando a la gente con un expediente eternamente, si se inicia uno es porque necesita resolver una situación."
