ID,Edad,Experiencia,Ingresos,Codigo Postal,Familiares,Promedio Gastos,Educacion,Hipotecas,Prestamos,Activos Financieros,Online,Tarjeta
404,55,30,390000,92647,2,1.90,Graduado,0,No,No,No,No
405,61,36,600000,92866,3,0.50,Graduado,182,No,No,No,No
406,36,11,1330000,90245,1,3.80,No graduado,290,No,Si,Si,Si
407,45,19,1250000,92354,1,2.40,No graduado,0,No,No,No,No
408,64,40,580000,93437,1,1.80,Profesional,0,No,No,Si,No
409,60,36,890000,91745,2,2.80,No graduado,0,No,No,Si,No
410,49,22,820000,90019,1,2.67,Graduado,125,No,No,Si,No
411,47,23,1100000,94111,2,3.30,No graduado,0,No,No,Si,Si
412,60,36,540000,92182,4,2.30,Profesional,0,No,Si,No,No
413,45,20,890000,93311,4,1.90,Profesional,0,No,No,Si,No
414,32,7,420000,92407,3,2.30,No graduado,0,No,No,Si,No
415,52,28,410000,94309,3,1.90,Graduado,0,No,No,No,Si
416,35,8,380000,93106,4,1.00,Graduado,124,No,No,Si,No
417,40,15,850000,94304,2,0.40,No graduado,0,No,No,Si,No
418,53,29,830000,90073,4,1.00,Graduado,0,No,No,Si,No
419,27,0,330000,90089,4,1.00,Profesional,0,No,No,No,No
420,58,33,500000,94501,4,2.10,No graduado,0,No,No,No,Si
421,47,22,580000,93105,4,3.60,Profesional,0,No,No,Si,Si
422,28,3,1150000,92333,4,3.10,Graduado,0,Si,No,No,No
423,46,20,1450000,91380,2,6.30,No graduado,0,No,Si,Si,No
424,43,19,1610000,95616,2,7.50,No graduado,0,No,No,No,No
425,56,30,380000,92029,1,0.20,No graduado,0,No,No,No,No
426,28,3,280000,90505,4,0.80,No graduado,0,No,No,Si,No
427,42,18,750000,92182,3,2.33,No graduado,0,No,No,No,Si
428,32,7,350000,92521,3,1.30,No graduado,116,No,No,No,Si
429,62,38,240000,94720,2,1.00,No graduado,116,No,No,No,Si
430,37,13,780000,94998,4,0.10,Graduado,0,No,No,Si,No
431,51,26,1130000,94086,1,1.30,Profesional,161,No,No,Si,No
432,39,13,750000,94305,3,2.10,No graduado,224,No,No,Si,No
433,43,17,910000,91311,1,5.70,No graduado,0,No,No,Si,No
434,52,28,310000,91330,4,0.20,No graduado,141,No,No,Si,Si
435,30,6,450000,95819,1,1.80,Graduado,0,No,No,Si,No
436,52,26,800000,94709,3,0.80,No graduado,0,No,No,No,No
437,61,35,500000,92122,3,1.40,Profesional,112,No,No,Si,No
438,36,9,310000,95825,4,1.00,Graduado,0,No,Si,Si,No
439,58,32,1130000,93943,2,3.80,Graduado,119,Si,No,Si,Si
440,47,23,290000,94304,4,0.60,No graduado,0,No,No,Si,No
441,64,39,590000,92626,2,1.50,No graduado,139,No,No,Si,No
442,52,27,430000,93555,1,1.30,Graduado,0,No,Si,Si,No
443,58,28,1220000,95136,1,3.00,Profesional,115,Si,No,Si,No
444,48,24,290000,90509,1,1.00,No graduado,0,No,No,No,No
445,64,40,910000,93106,2,0.00,Profesional,0,No,No,Si,Si
446,58,32,650000,94590,3,2.20,Profesional,0,No,No,Si,No
447,47,23,220000,93108,1,1.00,No graduado,0,No,No,No,Si
448,49,23,710000,95134,1,1.40,Profesional,0,No,No,No,No
449,31,4,600000,94588,4,2.00,Graduado,0,No,No,Si,Si
450,61,37,600000,91706,3,2.00,Profesional,0,No,No,Si,No
451,51,25,690000,95747,1,0.30,No graduado,0,No,No,Si,Si
452,28,-2,480000,94132,2,1.75,Profesional,89,No,No,Si,No
453,39,13,210000,94022,3,0.20,Graduado,0,No,No,No,No
454,54,28,530000,92109,4,2.80,Graduado,0,No,Si,No,No
455,50,24,290000,94110,3,0.90,Profesional,0,No,No,No,No
456,30,4,600000,91107,4,2.20,Graduado,0,No,No,Si,No
457,64,39,420000,92068,3,0.50,Graduado,116,No,No,Si,No
458,29,3,690000,94303,3,0.30,Profesional,0,No,No,No,No
459,48,24,200000,95841,1,1.00,No graduado,0,No,No,Si,Si
460,35,10,2000000,91107,2,3.00,No graduado,458,No,No,No,No
461,60,36,1410000,90277,2,2.10,No graduado,0,No,No,Si,Si
462,55,30,810000,92123,2,3.70,No graduado,0,No,Si,No,No
463,29,4,1830000,91423,3,8.30,Profesional,0,Si,No,Si,No
464,48,22,1490000,94928,2,5.50,Graduado,0,Si,Si,Si,No
465,43,19,830000,94305,4,3.60,Profesional,0,Si,No,No,Si
466,66,42,350000,94305,1,1.90,Graduado,172,No,No,Si,No
467,25,0,130000,91342,2,0.90,Profesional,0,No,No,Si,No
468,45,20,390000,90232,1,2.40,No graduado,0,No,No,No,Si
469,34,10,210000,92634,1,0.50,Profesional,0,No,No,Si,No
470,48,23,100000,94609,2,0.70,Profesional,0,No,No,Si,Si
471,32,6,840000,91006,4,1.80,Graduado,0,No,No,No,No
472,50,24,300000,91768,4,0.10,No graduado,161,No,No,Si,Si
473,43,19,310000,90007,4,0.30,No graduado,156,No,No,Si,No
474,64,39,1820000,93955,1,1.20,Graduado,547,Si,No,Si,No
475,60,34,1140000,90028,2,6.90,No graduado,0,No,No,Si,No
476,43,19,1520000,92008,3,6.10,Graduado,0,Si,No,No,No
477,60,34,530000,92717,1,0.80,Graduado,0,No,Si,No,Si
478,64,39,240000,95112,4,0.40,Graduado,78,No,No,Si,No
479,44,20,1500000,95060,2,3.30,No graduado,0,No,No,No,Si
480,60,36,1320000,92154,2,6.00,No graduado,470,No,No,Si,Si
481,54,29,680000,94998,3,1.60,Profesional,0,No,No,Si,Si
482,33,9,530000,94063,1,1.20,No graduado,0,No,No,No,Si
483,56,32,1730000,94022,1,4.60,Graduado,88,Si,No,Si,No
484,29,5,300000,90095,3,1.00,Graduado,0,No,No,No,No
485,25,1,1130000,95023,2,0.20,No graduado,0,No,No,Si,Si
486,60,34,150000,95014,1,0.80,Graduado,0,No,No,Si,No
487,55,30,840000,92173,2,3.70,No graduado,304,No,Si,Si,No
488,39,13,880000,94117,4,1.40,Graduado,0,No,No,Si,Si
489,37,13,430000,94122,3,2.80,No graduado,0,No,No,Si,No
490,53,28,430000,91380,2,2.10,Profesional,0,No,No,Si,Si
491,34,10,900000,94303,2,2.70,No graduado,0,No,No,Si,No
492,42,18,340000,92115,4,0.30,No graduado,104,No,Si,Si,No
493,60,36,380000,94596,4,1.30,No graduado,0,No,No,Si,No
494,50,24,1730000,94720,1,1.00,No graduado,0,No,No,Si,Si
495,41,17,1600000,92647,2,8.00,No graduado,0,No,No,Si,No
496,25,0,440000,94545,4,0.60,Graduado,0,No,No,Si,Si
497,50,24,830000,94301,2,0.40,Profesional,0,No,No,Si,No
498,48,22,940000,90623,4,2.60,Profesional,0,No,No,Si,No
499,32,8,430000,95023,1,2.10,Profesional,0,No,No,No,Si
500,50,25,420000,93108,3,1.70,Graduado,0,No,No,Si,No
501,59,33,340000,92177,2,0.30,No graduado,0,No,No,No,No
502,50,26,390000,90640,3,1.90,Graduado,0,No,No,Si,No
503,44,19,700000,92833,1,0.10,Graduado,0,No,No,No,No
504,31,5,390000,94022,4,1.80,Profesional,185,No,No,No,Si
505,40,10,440000,94720,3,2.00,Profesional,0,No,No,Si,No
506,36,12,690000,94305,3,3.10,Graduado,0,Si,No,Si,No
507,51,25,440000,94608,3,0.90,Profesional,0,No,No,No,No
508,64,40,320000,91380,3,0.10,Profesional,0,No,No,Si,No
509,47,22,150000,95521,2,0.70,Profesional,0,No,No,No,No
510,52,28,1180000,90503,2,6.80,No graduado,112,No,No,Si,No
511,51,26,620000,95136,1,1.30,Graduado,221,No,No,Si,No
512,31,5,820000,94143,4,2.20,Graduado,0,No,No,No,No
513,39,14,540000,95035,3,3.00,No graduado,108,No,No,No,Si
514,30,6,480000,94607,1,2.10,Profesional,0,No,No,No,No
515,27,1,740000,91730,3,0.30,Profesional,0,No,No,Si,No
516,41,16,1130000,92780,1,1.00,Profesional,211,No,No,No,Si
517,53,27,810000,90009,3,1.70,Graduado,0,No,No,No,No
518,54,27,430000,92834,3,1.00,Graduado,169,No,No,No,No
519,28,4,340000,92677,1,1.80,Graduado,0,No,No,Si,No
520,34,9,480000,95616,1,2.50,Profesional,105,No,No,Si,No
521,61,37,540000,90024,4,1.20,Graduado,129,No,No,Si,Si
522,48,24,750000,92518,4,1.40,Graduado,0,No,No,Si,No
523,36,11,720000,91007,1,2.80,No graduado,224,No,No,No,No
524,56,31,390000,93023,4,0.90,No graduado,0,No,No,No,No
525,24,-1,750000,93014,4,0.20,No graduado,0,No,No,Si,No
526,64,38,790000,94024,2,2.80,No graduado,179,No,No,No,No
527,26,2,2050000,93106,1,6.33,No graduado,271,No,No,No,Si
528,33,8,650000,90027,2,0.10,No graduado,89,No,No,Si,No
529,64,39,1220000,90089,4,0.20,No graduado,378,Si,No,Si,No
530,39,15,820000,95207,1,0.80,Graduado,0,No,No,Si,No
531,54,30,210000,91706,2,0.20,No graduado,0,No,No,No,Si
532,32,6,500000,90401,4,2.10,Profesional,0,No,Si,Si,Si
533,62,37,390000,94305,2,2.80,No graduado,113,No,No,Si,Si
534,27,2,1010000,92807,1,1.90,No graduado,0,No,No,No,No
535,53,28,410000,93117,2,0.60,Profesional,0,No,Si,No,No
536,51,25,1320000,94143,1,0.30,No graduado,0,No,No,Si,No
537,25,-1,430000,92173,3,2.40,Graduado,176,No,No,Si,No
538,44,20,1310000,90717,1,4.90,Profesional,0,Si,No,Si,No
539,31,5,110000,94534,1,0.40,Graduado,76,No,No,No,Si
540,57,32,210000,94720,1,0.30,Profesional,117,No,No,No,No
541,25,-1,1090000,94010,4,2.30,Profesional,314,No,No,Si,No
542,30,6,1410000,95014,2,4.33,No graduado,0,No,No,No,No
543,40,14,810000,94709,3,0.10,No graduado,0,No,No,Si,No
544,63,38,540000,94704,3,2.40,No graduado,90,No,No,No,Si
545,35,10,1640000,91614,2,7.80,No graduado,0,No,No,Si,No
546,43,19,280000,94303,4,0.30,No graduado,87,No,No,No,No
547,27,2,680000,94025,3,2.60,Profesional,203,No,Si,No,No
548,44,14,440000,94132,3,2.00,Profesional,180,No,Si,Si,Si
549,49,23,610000,94117,1,1.40,Profesional,0,No,No,Si,Si
550,61,36,350000,94110,3,1.30,Graduado,0,No,No,No,Si
551,60,34,540000,94301,3,0.30,Graduado,0,No,No,Si,Si
552,59,34,140000,93118,1,0.10,No graduado,0,No,No,Si,Si
553,28,3,520000,90024,4,2.20,No graduado,230,No,No,Si,No
554,52,28,1010000,91330,2,0.30,No graduado,0,No,No,No,No
555,28,2,1490000,94720,2,7.20,No graduado,0,No,No,Si,No
556,34,8,350000,92037,4,0.80,No graduado,137,No,No,Si,Si
557,60,34,210000,93105,3,0.30,Profesional,129,No,No,Si,No
558,39,15,1180000,95039,2,1.90,No graduado,0,No,No,No,Si
559,30,5,380000,95064,4,2.00,Graduado,0,No,Si,No,No
560,49,25,240000,95818,4,0.20,No graduado,138,No,No,Si,No
561,43,18,590000,93943,1,3.70,Profesional,0,No,No,Si,No
562,63,33,410000,94234,4,1.67,Profesional,0,No,No,Si,No
563,28,3,850000,94035,1,0.80,Graduado,0,No,No,Si,Si
564,51,27,120000,94608,4,1.00,No graduado,0,No,No,Si,No
565,33,7,320000,94904,1,0.60,Profesional,152,No,No,No,No
566,55,29,790000,90210,3,0.80,No graduado,0,No,No,Si,No
567,53,28,1750000,95060,3,3.60,Profesional,0,Si,No,Si,Si
568,34,8,280000,95112,3,0.90,No graduado,0,No,No,No,No
569,34,9,410000,92101,2,0.10,No graduado,161,No,No,Si,Si
570,40,14,700000,95136,3,2.10,No graduado,185,No,No,No,No
571,49,25,1610000,94928,3,6.50,Graduado,485,Si,Si,No,No
572,35,9,530000,94143,4,2.20,Graduado,0,No,No,Si,No
573,39,15,1280000,92333,1,3.40,No graduado,0,No,No,No,No
574,55,28,500000,95020,3,1.00,Graduado,0,No,No,Si,Si
575,29,5,800000,94709,2,2.00,Graduado,0,No,No,Si,Si
576,54,30,930000,91107,1,2.70,Graduado,0,No,No,Si,No
577,25,-1,480000,92870,3,0.30,Profesional,0,No,No,No,Si
578,52,28,1490000,94043,2,6.80,No graduado,0,No,No,Si,No
579,46,19,490000,92124,3,2.50,Graduado,0,No,No,Si,Si
580,57,33,880000,93524,1,2.70,Graduado,0,No,No,Si,No
581,52,22,220000,90049,4,0.40,Profesional,0,No,No,Si,Si
582,28,3,550000,94521,4,2.20,No graduado,0,No,No,Si,Si
583,44,18,720000,95678,1,0.70,Profesional,155,No,No,No,No
584,24,-1,380000,95045,2,1.70,Graduado,0,No,No,Si,No
585,40,16,1140000,91604,1,3.40,No graduado,300,No,No,Si,No
586,34,4,830000,92653,4,4.00,Profesional,0,No,No,Si,No
587,39,14,1010000,94305,2,0.40,No graduado,0,No,No,Si,Si
588,50,24,940000,93305,1,4.90,No graduado,272,No,No,Si,No
589,41,17,400000,93117,2,2.50,No graduado,0,No,No,Si,Si
590,31,7,1280000,92821,1,6.00,No graduado,0,No,No,No,No
591,29,3,390000,94612,4,2.10,Profesional,0,No,No,Si,No
592,30,5,510000,92037,1,1.00,No graduado,0,No,No,Si,No
593,44,20,790000,95051,4,2.00,Profesional,0,No,Si,Si,Si
594,33,7,480000,90025,4,2.20,Graduado,0,No,No,Si,No
595,50,26,850000,94143,1,0.00,No graduado,144,No,No,No,No
596,42,18,410000,92121,1,1.80,No graduado,94,No,No,Si,No
597,48,22,1520000,94022,1,3.50,Profesional,0,Si,No,Si,No
598,24,-2,1250000,92835,2,7.20,No graduado,0,No,Si,No,Si
599,56,31,110000,92374,2,0.20,Profesional,90,No,No,No,No
600,28,4,1030000,94720,2,2.50,No graduado,0,No,No,Si,Si
601,56,30,1410000,94143,2,0.50,No graduado,0,No,No,Si,No
602,58,32,380000,91320,1,1.40,No graduado,0,No,No,Si,Si
603,29,5,1350000,95035,2,0.60,No graduado,0,No,No,No,No
604,63,38,280000,94720,2,0.50,Graduado,89,No,No,Si,No
605,28,3,700000,90245,4,2.20,No graduado,240,No,No,No,Si
606,57,31,410000,91330,1,0.20,No graduado,0,No,No,Si,Si
607,34,8,810000,91741,3,0.90,Graduado,208,No,No,Si,No
608,28,3,1700000,95014,1,0.10,Profesional,0,Si,No,No,No
609,27,2,550000,91910,4,1.70,Graduado,0,No,No,Si,No
610,37,11,240000,91770,4,1.50,Profesional,0,No,No,No,No
611,52,28,810000,94132,3,1.80,Graduado,275,No,No,No,No
612,49,23,320000,94701,4,1.80,No graduado,83,No,No,No,No
613,65,40,1290000,90095,1,1.30,No graduado,0,No,No,Si,Si
614,60,35,1080000,94904,1,0.90,No graduado,0,No,Si,No,No
615,37,12,1800000,90034,1,8.60,No graduado,0,No,No,Si,Si
616,63,37,1390000,93943,2,6.90,No graduado,0,No,No,No,No
617,40,14,330000,94025,2,1.40,Profesional,0,No,No,Si,Si
618,46,20,740000,94024,4,2.60,Profesional,0,No,No,Si,No
619,63,37,420000,91320,2,0.70,Profesional,115,No,No,Si,No
620,57,27,730000,93106,1,3.00,Profesional,0,No,No,No,No
621,33,8,1150000,91129,4,2.90,Graduado,0,Si,No,Si,No
622,41,17,1140000,91125,2,1.80,Graduado,0,No,No,Si,No
623,41,17,920000,93555,2,1.90,No graduado,131,No,No,Si,No
624,44,19,340000,95616,1,0.30,Profesional,78,No,No,Si,No
625,33,6,540000,92821,2,1.67,Graduado,122,No,No,Si,No
626,52,28,640000,95605,2,1.00,Profesional,211,No,No,Si,No
627,30,6,420000,94305,1,0.20,Profesional,100,No,No,No,Si
628,45,19,700000,92677,3,2.10,No graduado,0,No,No,Si,No
629,49,24,510000,90071,1,1.30,Graduado,0,No,No,No,No
630,45,19,710000,91711,4,2.90,No graduado,218,No,No,Si,Si
631,32,7,350000,96651,3,1.30,No graduado,108,No,No,No,Si
632,45,18,400000,94960,3,1.00,Graduado,0,No,No,Si,No
633,57,32,1650000,94720,4,2.70,Profesional,0,Si,No,Si,No
634,61,31,180000,94583,1,1.50,Profesional,0,No,No,Si,Si
635,57,31,320000,90034,3,1.40,No graduado,0,No,Si,Si,Si
636,60,35,350000,90509,3,0.20,No graduado,169,No,No,Si,No
637,40,16,1200000,92037,2,6.10,No graduado,196,No,No,Si,No
638,53,28,310000,90245,4,0.10,Profesional,0,No,No,Si,No
639,42,16,350000,92054,3,1.50,No graduado,0,No,No,No,No
640,62,36,320000,92646,2,0.20,Profesional,0,No,No,Si,Si
641,43,18,850000,94960,1,3.70,Profesional,327,No,Si,Si,No
642,35,10,1390000,95060,2,7.80,No graduado,0,No,No,No,No
643,50,24,1030000,94132,1,0.30,No graduado,0,No,No,Si,No
644,45,21,1520000,91902,2,1.40,No graduado,0,No,No,Si,No
645,52,27,330000,92121,2,2.00,Graduado,0,No,No,Si,No
646,35,9,840000,95120,4,2.20,Graduado,322,No,No,No,No
647,58,33,610000,90033,4,1.70,No graduado,0,No,No,No,No
648,62,38,640000,95064,4,2.20,No graduado,123,No,Si,Si,Si
649,50,25,340000,95621,1,1.30,Graduado,0,No,No,Si,No
650,25,-1,820000,92677,4,2.10,Profesional,0,No,No,Si,No
651,47,22,1220000,90037,1,5.10,Profesional,163,Si,Si,No,No
652,28,4,580000,92121,3,1.50,No graduado,131,No,No,No,No
653,34,9,920000,90005,1,2.80,No graduado,0,No,No,Si,No
654,49,23,780000,92691,2,2.40,Graduado,205,No,No,No,Si
655,54,29,1290000,93940,4,4.20,Profesional,0,Si,No,No,No
656,50,25,130000,91109,2,0.70,Profesional,0,No,No,No,No
657,37,11,810000,94539,1,2.80,Profesional,145,No,No,No,No
658,38,8,230000,95207,1,0.67,Profesional,0,No,No,No,No
659,52,26,350000,91711,3,0.90,Profesional,0,No,No,No,No
660,63,39,790000,93009,4,1.70,Graduado,0,No,No,Si,Si
661,39,14,1650000,92126,2,3.30,No graduado,0,No,No,Si,No
662,63,38,520000,94720,2,2.80,No graduado,0,No,No,Si,No
663,65,41,1850000,93561,3,2.00,Graduado,0,Si,No,No,No
664,46,20,490000,90503,3,2.20,Graduado,0,No,No,No,No
665,54,30,640000,95126,1,1.80,Profesional,227,No,No,No,Si
666,54,24,610000,92866,4,2.00,Profesional,0,No,Si,Si,No
667,52,26,1120000,92120,1,2.40,No graduado,0,No,Si,Si,Si
668,63,39,720000,93106,3,2.00,Profesional,190,No,Si,Si,No
669,66,41,180000,94010,3,0.50,No graduado,0,No,No,No,No
670,56,29,410000,94109,4,2.50,Graduado,0,No,No,No,No
671,23,-1,610000,92374,4,2.60,No graduado,239,No,No,Si,No
672,65,41,1050000,92612,1,3.00,Graduado,282,Si,Si,Si,No
673,51,27,230000,96651,1,0.20,No graduado,0,No,No,Si,No
674,34,10,220000,95670,1,0.50,Profesional,85,No,No,No,No
675,49,23,590000,95827,3,2.10,No graduado,0,No,No,No,No
676,29,2,330000,91711,1,2.00,Graduado,160,No,No,No,No
677,47,23,110000,94063,1,0.90,Profesional,103,No,No,No,Si
678,46,21,2040000,92780,2,2.80,No graduado,0,No,No,Si,No
679,52,27,610000,92101,4,1.80,Profesional,207,No,No,No,No
680,55,31,1030000,92093,3,1.80,Graduado,364,No,No,No,No
681,61,36,510000,94706,3,1.50,No graduado,0,No,No,No,Si
682,34,9,1640000,94720,1,6.00,Profesional,0,Si,No,Si,No
683,58,34,120000,90504,1,0.10,Graduado,0,No,No,No,Si
684,40,16,820000,91311,1,3.60,Graduado,0,No,No,No,No
685,43,17,1640000,90266,1,2.40,No graduado,449,No,No,Si,No
686,35,8,480000,93107,2,1.67,Graduado,0,No,No,Si,No
687,24,-1,380000,92612,4,0.60,Graduado,0,No,No,Si,No
688,48,22,650000,92120,2,1.50,Graduado,0,No,No,Si,No
689,44,20,710000,94304,4,1.90,No graduado,207,No,No,Si,No
690,54,30,180000,94591,1,0.30,No graduado,0,No,Si,Si,No
691,59,34,520000,94115,2,1.60,Profesional,75,No,No,Si,No
692,45,18,480000,90025,3,2.50,Graduado,113,No,No,Si,Si
693,26,2,300000,94720,1,1.00,Profesional,111,No,No,No,No
694,40,15,400000,92096,2,2.20,Profesional,107,No,No,Si,No
695,32,7,1120000,90740,1,3.80,No graduado,81,No,No,Si,No
696,29,4,1150000,92717,1,1.90,No graduado,0,No,No,No,No
697,51,27,630000,92251,2,1.00,Profesional,82,No,No,Si,No
698,42,17,850000,92648,1,3.70,Profesional,0,No,No,Si,No
699,64,38,590000,92028,1,2.50,Profesional,220,No,No,No,No
700,44,20,680000,95060,1,0.80,Profesional,91,No,No,No,No
701,37,11,840000,90089,2,1.80,No graduado,0,No,No,Si,Si
702,44,19,620000,93106,3,0.80,Profesional,0,No,No,No,Si
703,35,9,1090000,92709,3,4.00,No graduado,0,Si,No,No,No
704,41,17,1410000,94022,2,7.60,No graduado,92,No,No,No,No
705,56,32,1290000,94065,1,7.40,No graduado,0,No,No,No,No
706,62,36,300000,94720,3,0.70,Graduado,0,No,No,Si,No
707,58,34,1480000,95819,1,4.70,No graduado,0,No,No,Si,No
708,47,20,250000,95064,3,0.67,Graduado,0,No,No,Si,Si
709,35,10,210000,92182,3,1.30,No graduado,115,No,No,No,No
710,29,4,720000,95841,4,2.20,No graduado,0,No,No,Si,No
711,43,17,590000,94085,3,0.90,Profesional,87,No,No,Si,Si
712,62,37,830000,91754,3,1.80,Graduado,187,No,Si,No,No
713,41,16,100000,94123,2,0.30,Graduado,0,No,No,Si,No
714,34,9,840000,92009,3,0.60,Graduado,0,No,No,Si,No
715,50,23,980000,92068,3,2.00,Graduado,0,No,No,No,No
716,47,23,320000,92130,1,1.00,No graduado,0,No,Si,Si,Si
717,29,5,310000,96064,4,0.40,Graduado,161,No,No,Si,Si
718,59,34,940000,93940,3,0.50,No graduado,0,No,No,No,Si
719,56,31,210000,90024,2,0.20,Profesional,137,No,No,Si,Si
720,61,35,1100000,92521,3,4.40,No graduado,0,No,Si,Si,No
721,58,32,380000,94025,1,2.20,Profesional,0,No,No,No,No
722,49,24,390000,92717,1,1.40,Profesional,0,No,No,Si,No
723,45,21,1320000,91103,3,1.20,Graduado,0,Si,No,Si,Si
724,50,24,610000,94301,4,2.60,No graduado,0,No,No,Si,No
725,64,38,920000,94086,1,2.00,No graduado,0,No,No,Si,No
726,39,15,1190000,92037,2,6.10,No graduado,0,No,No,No,No
727,58,33,530000,91030,4,2.10,No graduado,0,No,No,Si,No
728,62,37,180000,92037,3,1.30,Graduado,0,No,No,Si,No
729,45,20,1140000,94720,2,4.40,Graduado,0,Si,No,No,No
730,58,28,900000,93106,1,3.00,Profesional,0,No,No,No,Si
731,43,18,1400000,95616,1,7.00,No graduado,205,No,No,Si,No
732,28,3,900000,90066,2,3.30,No graduado,0,No,No,Si,Si
733,26,1,850000,90064,1,1.90,No graduado,0,No,No,Si,No
734,49,24,800000,92009,1,1.20,No graduado,0,No,No,Si,No
735,66,42,530000,92182,2,1.10,No graduado,0,No,No,Si,Si
736,33,7,490000,95403,4,2.20,Graduado,0,No,No,Si,No
737,61,35,1520000,91016,3,3.30,Profesional,0,Si,No,Si,No
738,64,37,1380000,94709,2,2.80,Graduado,0,Si,No,Si,No
739,36,10,800000,94596,4,2.20,Graduado,0,No,No,Si,No
740,49,23,820000,91902,2,2.40,Graduado,0,No,No,No,No
741,52,27,1950000,90266,1,8.10,No graduado,0,No,No,No,No
742,61,37,220000,94590,1,1.20,Profesional,0,No,No,Si,No
743,32,6,810000,92626,1,2.50,No graduado,0,No,No,Si,No
744,61,37,400000,94539,4,2.20,No graduado,0,No,Si,Si,Si
745,45,20,1540000,94720,2,2.80,No graduado,0,No,Si,Si,No
746,30,4,490000,93955,3,1.10,Graduado,0,No,No,No,Si
747,62,37,850000,95051,4,3.40,Graduado,0,No,No,Si,No
748,57,32,210000,94112,3,0.10,Graduado,0,No,Si,Si,No
749,41,17,140000,91330,1,1.00,No graduado,0,No,No,No,No
750,58,34,600000,92008,4,1.60,Graduado,0,No,No,No,Si
751,29,5,1380000,93106,2,4.33,No graduado,0,No,No,Si,No
752,53,28,980000,90210,1,1.30,Profesional,355,No,No,Si,No
753,64,39,220000,90071,4,0.60,Graduado,0,No,No,No,No
754,49,23,490000,94720,1,1.20,Graduado,0,No,No,Si,Si
755,38,14,1020000,95020,2,1.90,No graduado,0,No,No,Si,Si
756,56,30,450000,91103,4,0.70,Graduado,0,No,No,No,Si
757,56,31,820000,95348,4,1.30,Profesional,0,No,No,Si,No
758,52,28,810000,91745,3,1.80,Graduado,0,No,Si,No,No
759,64,39,350000,90266,1,1.50,Graduado,0,No,Si,No,No
760,53,28,590000,91950,2,1.90,Graduado,0,No,No,Si,No
761,29,3,520000,92122,3,1.10,Graduado,0,No,No,Si,No
762,48,24,840000,92152,3,0.70,No graduado,166,No,No,Si,No
763,32,6,850000,90504,1,2.70,Graduado,100,No,No,Si,No
764,54,28,650000,94122,1,0.20,No graduado,0,No,No,No,Si
765,37,13,890000,95051,2,1.70,Graduado,314,No,No,No,Si
766,47,21,1090000,95822,4,1.80,No graduado,0,Si,No,No,No
767,37,12,810000,94538,1,2.80,No graduado,0,No,No,No,No
768,64,39,380000,92024,1,1.10,Profesional,108,No,No,No,No
769,43,19,720000,90024,2,1.70,No graduado,0,No,No,Si,No
770,33,6,780000,90250,4,2.00,Graduado,119,No,Si,Si,No
771,26,2,1720000,94551,2,6.90,Graduado,0,Si,No,Si,No
772,42,18,710000,91614,3,2.33,No graduado,106,No,Si,Si,No
773,54,28,1650000,92093,1,4.10,Profesional,0,Si,No,Si,Si
774,41,16,1200000,92612,2,3.90,No graduado,0,No,No,Si,Si
775,55,29,390000,92154,1,0.20,No graduado,0,No,No,No,Si
776,65,39,230000,92835,3,0.70,Graduado,0,No,No,No,Si
777,50,26,1350000,92121,2,4.60,Profesional,91,Si,No,Si,No
778,55,31,120000,95060,2,0.20,No graduado,76,No,No,Si,Si
779,62,36,920000,94801,2,0.70,Graduado,0,No,No,Si,No
780,53,28,1920000,94304,2,6.40,Profesional,0,Si,No,No,No
781,32,7,420000,92634,4,0.80,No graduado,0,No,No,Si,Si
782,56,32,1580000,94588,3,3.70,Profesional,0,Si,No,Si,No
783,54,30,1940000,92056,3,6.00,Profesional,587,Si,Si,Si,Si
784,44,20,1600000,94606,2,7.60,No graduado,0,No,Si,No,No
785,48,22,980000,94115,2,6.30,No graduado,0,No,No,No,No
786,46,22,1640000,94122,2,7.60,No graduado,0,No,No,Si,Si
787,45,21,420000,94305,2,2.50,No graduado,0,No,Si,Si,No
788,45,15,2020000,91380,3,10.00,Profesional,0,Si,No,No,No
789,58,34,100000,92521,4,0.70,No graduado,0,No,No,No,No
790,29,3,310000,92126,4,0.30,Graduado,0,No,No,Si,No
791,55,30,580000,92028,4,0.90,No graduado,0,No,No,Si,Si
792,55,29,650000,94501,4,2.80,Graduado,0,No,No,Si,No
793,41,16,980000,93117,1,4.00,Profesional,0,No,No,No,Si
