Marca temporal,1. Utiliza habitualmente la página web de ATM,2. Le resultó simple la creación de su cuenta en Mis Trámites,3. Le resulta comprensible la sección de Mis Trámites,4. El trámite que realizó dentro de Mis Trámites fue resuelto de forma:,5. La información brindada por la página web de ATM es:,6. El boleto para pagar el año 2020 lo obtuvo por:,Agregue aquí su sugerencia
26/11/2020 22:08:28,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
26/11/2020 21:26:52,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
26/11/2020 20:34:56,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
26/11/2020 20:30:26,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
26/11/2020 20:27:15,SI,SI,SI,Satisfactoria,Muy Buena,Recepción por correo electrónico,"HABITUALMENTE POR MI PROFESION USO LA SECCION SELLOS, QUIZAS DEBERIA SER UN POCO MAS AGIL LA GENERACION DEL BOLETO DE PAGO"
26/11/2020 19:11:38,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Agilizar tiempo de respuesta tramites web
26/11/2020 19:09:59,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
26/11/2020 18:22:01,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
26/11/2020 18:02:09,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
26/11/2020 18:01:43,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
26/11/2020 17:39:27,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
26/11/2020 17:34:58,NO,NO,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,-
26/11/2020 15:54:52,SI,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,"Agilizar las solicitudes de trámites 
"
26/11/2020 15:51:48,SI,NO,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
26/11/2020 15:47:26,NO,SI,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,Sugiero la posibilidad de anexar el domicilio actual de manera online 
26/11/2020 15:36:55,SI,SI,SI,Satisfactoria,Mala,Descarga de la página web de ATM,
26/11/2020 15:35:33,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
26/11/2020 14:26:28,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
26/11/2020 14:20:44,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"Sección Catastro, período de archivo (15 días) en la tramitación de un expediente resulta corto a la hora de publicar edictos o adjuntar documentación que demora más tiempo que ese plazo. Lo cual obliga a tramitar todo antes del expediente (en los edictos resulta imposible) y no permite la continuidad o tramitación de manera paralela para efectivizar la tramitación."
26/11/2020 14:13:52,NO,SI,NO,Poco satisfactoria,Regular,Entrega en su domicilio real,
26/11/2020 14:13:44,NO,SI,NO,Poco satisfactoria,Regular,Entrega en su domicilio real,
26/11/2020 13:40:46,SI,SI,SI,Muy satisfactoria,Buena,pagomiscuentas,
26/11/2020 13:35:47,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
26/11/2020 13:04:41,SI,SI,NO,Nada satisfactoria,Buena,sellado de contrato web,mas simple sellado de contrato web
26/11/2020 12:48:30,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
26/11/2020 12:34:42,SI,SI,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,"Hay situaciones que requieren una via directa para consulta rapida dentro de la pagina , referida a los expedientes que se habren, ya que he intentado comunicarme con el agente encargado del expediente sin respuestas . "
26/11/2020 12:32:08,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
26/11/2020 12:30:12,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
26/11/2020 12:15:36,NO,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
26/11/2020 12:14:36,NO,SI,SI,Satisfactoria,Muy Buena,Entrega en su domicilio real,
26/11/2020 12:14:26,SI,SI,NO,Nada satisfactoria,Regular,"A veces me notifico al correo, otras no, otras tuve que buscarlo en tramites on line y otras ni siquiera se donde quedo el boleto. incluso me liquidaron mal un impuesto ","Es necesario tener alguien a disposicion via chat para consultas, no se puede dejar todo librado al sistema que de paso no es eficiente por si solo y mas aun no habiendo atencion personal en sede fisica de ATM. No se puede no saber que pasa en algun expediente o no tener con quien consultar dudas. Ha sido complicado trabajar asi, para nada a gusto."
26/11/2020 11:57:11,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,Sugiero que sigan incorporando trámites on line. Permite evitar largas esperas que al final de cuentas  incrementan los costos a los privados. Gracias
26/11/2020 11:47:29,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,La demora que por ahi se presentan en los distintos tramites es mucha. No llegan al domicilio las resoluciones y te tenes que estar fijando permanentemente. No se puede seguir de manera adecuada los mismos
26/11/2020 11:18:07,SI,SI,NO,Satisfactoria,Buena,Entrega en su domicilio real,"No me resulta muy práctica la página, es medio confusa, por ejemplo para pagar un sellado, no está muy claro cómo se debe hacer, tampoco para otros trámites, deberían hacerla más simple, por ahí se generan dudas dónde hacer click. Nunca pude pagar un sellado por Sellados Web, por ejemplo y para bajar constancias siempre me voy a Frecuentes porque es más rápido. Tampoco puede actualizar el mail alternativo. "
26/11/2020 11:16:08,SI,SI,SI,Satisfactoria,Buena,"no puedo sacar el boleto , y cuando llamo no contestan el teléfono","mejorar el servicio de información para proseguir con los tramites on line, la pagina en algunos aspectos es muy difícil de entender "
26/11/2020 11:13:01,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
26/11/2020 10:05:29,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
26/11/2020 9:58:47,NO,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
26/11/2020 9:58:38,SI,SI,SI,Satisfactoria,Buena,BUSCANDO DE FORMA MANUAL,
26/11/2020 9:44:14,SI,SI,SI,Satisfactoria,Muy Buena,Recepción por correo electrónico,
26/11/2020 9:41:35,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
26/11/2020 9:27:44,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
26/11/2020 9:11:26,NO,SI,SI,Satisfactoria,Muy Buena,BOLSA DE COMERCIO,
26/11/2020 8:49:07,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
26/11/2020 8:34:29,SI,SI,SI,Poco satisfactoria,Muy Buena,Recepción por correo electrónico,
25/11/2020 22:06:14,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,Los tiempos de resolución de tramites estan demasiado largos
25/11/2020 20:56:49,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
25/11/2020 20:42:35,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
25/11/2020 20:41:58,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
25/11/2020 19:55:04,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,ninguna
25/11/2020 19:22:57,NO,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
25/11/2020 18:41:44,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
25/11/2020 18:35:56,SI,SI,SI,Muy satisfactoria,Buena,Recepción por correo electrónico,
25/11/2020 17:53:20,SI,SI,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,
25/11/2020 17:50:06,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"No nos deja adjuntar mas archivos , para explicar, el pedido del tramite"
25/11/2020 17:34:57,SI,SI,SI,Nada satisfactoria,Mala,Descarga de la página web de ATM,me gustaria que algún día contesten los tramites on line sino para que están
25/11/2020 16:56:35,SI,NO,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,es necesaria mas velocidad por parte del personal de rentas a la hora de solucionar las cuestiones inciadas por expedientes digitales
25/11/2020 15:59:14,SI,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,
25/11/2020 15:37:12,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
25/11/2020 15:16:50,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
25/11/2020 14:46:53,SI,NO,NO,Satisfactoria,Buena,Descarga de la página web de ATM,
25/11/2020 14:02:46,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
25/11/2020 14:00:16,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
25/11/2020 13:42:23,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Sugiero mas celeridad en la respuesta a los trámites on line.
25/11/2020 13:42:17,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Sugiero mas celeridad en la respuesta a los trámites on line.
25/11/2020 13:37:04,SI,SI,NO,Poco satisfactoria,Muy Buena,Descarga de la página web de ATM,Los requerimientos presentadosdentro de mis tramites parecen que no son comprendidos claramente. Sugiero lectura total de la documentación adjuntada.
25/11/2020 13:35:24,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,NADA
25/11/2020 13:02:42,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
25/11/2020 12:50:23,SI,SI,NO,Satisfactoria,Buena,Recepción por correo electrónico,
25/11/2020 12:49:09,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
25/11/2020 12:41:04,NO,NO,NO,Nada satisfactoria,Mala,noteimporta,"Pensar en el usuario final, es un desastre la pagina."
25/11/2020 12:36:11,SI,NO,NO,Nada satisfactoria,Mala,Descarga de la página web de ATM,"""PRESIONE"" SE ESCRIBE CON ""S"" NO CON ""C"""
25/11/2020 12:33:18,SI,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,En Mis Tramites no se puede consultar si realmente se han subido los archivos que se adjuntan
25/11/2020 12:24:46,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
25/11/2020 10:59:55,SI,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,"Excelente pagina, como contador muy útil y prática."
25/11/2020 10:11:26,SI,SI,SI,Muy satisfactoria,Muy Buena,Entrega en su domicilio real,
25/11/2020 10:11:23,NO,NO,NO,Satisfactoria,Buena,Espero obtener el boleto de Sellos,
25/11/2020 9:42:54,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
25/11/2020 9:02:35,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,El mayor inconveniente es la demora en obtener respuesta y la seccion Tajus
25/11/2020 8:57:02,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,ES DEMASIADO AVECES EL TIEMPO DE ESPERA DE ALGUNOS TRAMITES. 
25/11/2020 8:53:48,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,Por ahora ninguna.
25/11/2020 8:34:31,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Falta rapidez en la respuesta de trámites on line
25/11/2020 8:02:42,SI,SI,NO,Satisfactoria,Regular,Descarga de la página web de ATM,Necesita más claridad y simpleza la pagina. Necesitan mejor automatización y celeridad en la liquidacion de tasas de justicia y otros aforos.
24/11/2020 23:45:11,NO,NO,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
24/11/2020 22:51:46,SI,NO,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
24/11/2020 22:03:03,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
24/11/2020 21:42:59,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
24/11/2020 20:54:25,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
24/11/2020 19:57:48,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
24/11/2020 19:44:06,NO,SI,SI,Satisfactoria,Buena,-,-
24/11/2020 18:59:29,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
24/11/2020 18:43:54,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"Mejorar la visualizacion de pagos y planes de pagos, esta todo mezclado no se entiende bien"
24/11/2020 18:32:48,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
24/11/2020 18:15:14,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
24/11/2020 18:12:06,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
24/11/2020 18:01:03,SI,SI,SI,Satisfactoria,Muy Buena,Recepción por correo electrónico,
24/11/2020 17:46:01,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
24/11/2020 17:40:42,SI,SI,SI,Muy satisfactoria,Buena,LLAMANDO POR TELEFONO AL 148 OPCION 1,"Sugiero que se agilicen las formas de pago y generación de VEPs correspondiente, sin la necesidad de llamar a ATM, ni generar planes de pago"
24/11/2020 17:20:03,SI,NO,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"En oportunidades no se puede generar la clave para MIS TRAMITES, en especial cuando son nuevos contribuyentes. No toma la generación de la cuenta con DNI.
Quizás sea conveniente alguna revisión de los parámetros para abrir la cuenta con datos más simples.

Realice una solicitud de reimputación de saldos de ingresos brutos y por mal funcionamiento de la página fue cerrado. 
Creo que éstos inconvenientes deberían considerarlos y extender el plazo por el cual no se pudo trabajar en la aplicación."
24/11/2020 16:40:58,SI,SI,NO,Satisfactoria,Muy Buena,Descarga de la página web de ATM,La sección para realizar los tramites de sellados de contratos es confusa. Mas que nada la parte para poder ver los tramites finalizados o los que están en proceso.
24/11/2020 16:38:37,SI,SI,NO,Poco satisfactoria,Buena,Recepción por correo electrónico,Mucha demora desde el inicio del tramite hasta que emiten el boleto de pago
24/11/2020 16:31:02,SI,NO,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Atender los llamados! Gracias
24/11/2020 16:23:02,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,"HACER MAS FACIL Y DIDACTICAS LAS RESPUESTAS DE PARTE DEL SEGUIMIENTO DE LOS TRAMITES  YA QUE DEBEMOS METERNOS EN VARIAS VENTANAS Y ESO DIFICULTA, A VECES NO ENCONTRAMOS LOS TEMAS Y OBSERVACIONES
GRACIAS"
24/11/2020 16:17:49,SI,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,
24/11/2020 16:04:38,SI,NO,NO,Nada satisfactoria,Mala,Descarga de la página web de ATM,"Abran las oficinas, las consultas quedan sin resputas, nadie contesta los telefonos, al comunicarme por mail con el personal e indicarme los problemas me derivan a cargar el tramite de forma on line, cuando lo cargo no tengo respuestas. 
se necesita gente que resuelva los problemas no que los derive a una oficina virtual y luego nadie responda."
24/11/2020 15:08:18,NO,NO,NO,Satisfactoria,Regular,Entrega en su domicilio real,DEBERIAN TENER  ADEMASUNA POSIBILIDAD DE INSTANCIA PRESENCIAL
24/11/2020 15:02:30,SI,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,
24/11/2020 15:00:42,NO,SI,NO,Satisfactoria,Regular,Recepción por correo electrónico,
24/11/2020 14:39:17,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,"que siga del mismo modo aunque la pandemia finalice, evita aglomeramiento de gente y resume tiempo."
24/11/2020 14:31:22,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
24/11/2020 14:17:50,SI,SI,SI,Poco satisfactoria,Mala,Recepción por correo electrónico,
24/11/2020 12:57:33,NO,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,"Permitir adjuntar distintos tipos de archivos para la realización de ""Tramites Online"""
24/11/2020 12:55:41,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,
24/11/2020 12:53:24,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
24/11/2020 12:44:53,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
24/11/2020 11:44:44,SI,SI,SI,Satisfactoria,Buena,no pague boleto 2020,"disponer de un mail u otro canal como chat para dudas sobre el uso, por ejempro de tramites remotos"
24/11/2020 11:32:50,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
24/11/2020 11:12:54,SI,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,"podrían volver a la atención personalizada con protocolos, o un uso mas sencillo para abonar vía web "
24/11/2020 11:11:18,SI,SI,NO,Nada satisfactoria,Buena,Entrega en su domicilio real,"Necesitamos un teléfono para comunicarnos.........hoy no se puede emitir VEP para inmobiliario, por ejemplo y no sé si ustedes lo saben, pero yo, no puedo pagar............"
24/11/2020 10:58:21,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
24/11/2020 10:57:50,SI,SI,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,"lo unico que tengo para cuestionar, ademas de que se cuelga la pagina, es que los contadores necesitan archivos de padrón del contribuyente que no lo emite. ATM no actualiza los pagos que se hacen, ni en ATM ni en AFIP. Y los trámites realizados para baja y alta de contribuyentes, no son resueltos...hace semanas que estoy a la espera de respuestas."
24/11/2020 10:55:13,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"El sistema tasa cero no funciona para descargar comprobantes anteriores ni siquiera en explorer, muy dificil recuperar la calve si no se tiene el correo original deberia haber otra alternativa"
24/11/2020 10:53:53,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
24/11/2020 10:35:02,NO,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
24/11/2020 10:12:43,SI,SI,SI,Nada satisfactoria,Buena,Recepción por correo electrónico,"El sitio mis trámites no siempre te deja acceder claramente a los expedientes, tampoco es fácil responder en caso que te lo pidan."
24/11/2020 10:09:22,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,Sería bueno que atendieran el telefono 148 opcion 1
24/11/2020 9:56:44,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
24/11/2020 9:33:26,SI,SI,NO,Satisfactoria,Regular,Descarga de la página web de ATM,
24/11/2020 9:29:13,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
24/11/2020 9:26:41,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
24/11/2020 9:09:02,SI,SI,SI,Poco satisfactoria,Regular,Entrega en su domicilio real,MUCHA DEMORA EN LA REPUESTA A LAS SOLICITUDES
24/11/2020 8:58:16,SI,NO,NO,Poco satisfactoria,Regular,Recepción por correo electrónico,los tramites de sellado son demasiados lentos y no especifican bien cual es el problema  que hay que solucionar .tengo demora hasta de veinte dias.inexplicable.
24/11/2020 8:41:37,SI,SI,SI,Muy satisfactoria,Muy Buena,Entrega en su domicilio real,
24/11/2020 8:07:58,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
23/11/2020 22:03:03,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
23/11/2020 19:24:24,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,Hice un trámite pidiendo cambio de imputacion de un pago pero no estoy seguro de haberlo hecho bien pues no hay un ítem específico o al menos yo no lo encontré.
23/11/2020 17:29:42,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,TENDRIA QUE SER MAS RAPIDO LA RESOLUCION DE LOS EXPEDIENTES DE MENSURA INICIADOS
23/11/2020 15:22:54,SI,SI,NO,Poco satisfactoria,Mala,Recepción por correo electrónico,
23/11/2020 15:10:40,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
23/11/2020 12:52:54,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
23/11/2020 12:42:01,NO,NO,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,
23/11/2020 11:57:02,SI,NO,NO,Satisfactoria,Regular,Recepción por correo electrónico,
20/11/2020 14:32:15,SI,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,Hemos realizado tramites para otros contribuyentes  vía WEB y se retrasan considerablemente en  contestar. 
20/11/2020 14:14:49,SI,SI,SI,Nada satisfactoria,Buena,Tramite Personal,
20/11/2020 14:09:51,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
20/11/2020 14:05:29,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,DEBERIA SER MÁS FÁCIL EL BLANQUEO DE LA CLAVE CUANDO EL USUARIO LA HA OLVIDADO.
20/11/2020 13:55:57,SI,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,
20/11/2020 13:54:24,SI,SI,NO,Poco satisfactoria,Buena,oficina,Agregar en tramite para sellado zona Malargüe y agregar chat-online para solicitar ayuda mientras se realizan los tramites 
20/11/2020 13:37:17,SI,SI,NO,Poco satisfactoria,Buena,Descarga de la página web de ATM,
20/11/2020 13:19:45,SI,SI,SI,Poco satisfactoria,Regular,Entrega en su domicilio real,
20/11/2020 12:52:36,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
20/11/2020 12:50:10,SI,SI,SI,Poco satisfactoria,Muy Buena,Descarga de la página web de ATM,QUE LOS TRAMITES ONLINE SE RESUELVAN LO MAS PRONTO POSIBLE
20/11/2020 12:40:27,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
20/11/2020 12:23:32,SI,SI,SI,Satisfactoria,Regular,Recepción por correo electrónico,Las notificaciones electrónicas se deben enviar al mail como una alerta. Ya que no es habitual abrir el domicilio fiscal electronico.
20/11/2020 12:23:31,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
20/11/2020 12:15:00,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
20/11/2020 11:42:33,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
20/11/2020 11:39:04,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,En el caso de los organismos estatales cuando necesitan sellar contratos de locación de servicios no le permite  ser sujeto que realice el trámite a través de Sellos Web. Y cuando se realiza a través de trámites remotos lo rechazan.  
20/11/2020 11:35:12,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
20/11/2020 11:19:06,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,"La interpretación uniforme de los contratos para determinar el impuesto de sellos, y si se podria acelerar la emisión de los boletos"
20/11/2020 10:30:24,NO,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
20/11/2020 10:24:04,NO,NO,NO,Poco satisfactoria,Regular,En realidad tengo boletos de un vehiculo que no tengo,"La verdad que en servicio de atención de ATM deja bastante que desear, ya que me he encontrado con inconscistencias e información sobre mi persona que no son correctas, y es algo que no puedo resolver por web, y tampoco por telefono debido a que no existe un call center en ATM o alguien que atienda las llamadas. Ni hablar de dirigirse a las oficinas que están cerradas a pesar de encontrarnos en situación de DISPO. Muy decepcionado como contribuyente."
20/11/2020 10:14:56,SI,SI,SI,Satisfactoria,Regular,Recepción por correo electrónico,
20/11/2020 10:10:06,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,.
20/11/2020 10:05:53,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
20/11/2020 10:05:39,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
20/11/2020 9:58:31,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
20/11/2020 9:37:48,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,La aplicaciones puedan ser utilizadas por los profesionales
20/11/2020 9:07:51,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
20/11/2020 8:42:03,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
20/11/2020 8:33:07,SI,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,
20/11/2020 0:23:41,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
19/11/2020 21:25:27,SI,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,
19/11/2020 21:00:09,SI,NO,SI,Poco satisfactoria,Muy Buena,En la oficina de ATM,Resolver con mayor rapidez los trámites
19/11/2020 20:43:12,SI,SI,SI,Muy satisfactoria,Muy Buena,NO PEDÍ BOLETO,
19/11/2020 19:43:46,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Que al adjuntar se pueda hacer otro formato que no sea PDF solamente
19/11/2020 19:21:04,NO,NO,SI,Muy satisfactoria,Buena,en bolsa de comercio,"como es la primera vez que la uso, no puedo opinar mucho, lo que si me parece que tendria que ser mas facil la creación de cuenta"
19/11/2020 19:02:03,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
19/11/2020 18:49:09,SI,SI,NO,Satisfactoria,Regular,Descarga de la página web de ATM,"La página web se cae muy seguido y es muy poco ágil la realización de trámites. Presencialmente no hay gente calificada para solucionar los problemas y las consultas por mail no las responden, ni tampoco al 147."
19/11/2020 18:48:11,SI,SI,NO,Satisfactoria,Buena,Entrega en su domicilio real,
19/11/2020 18:13:16,SI,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,
19/11/2020 17:08:01,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,
19/11/2020 16:49:09,SI,SI,NO,Muy satisfactoria,Buena,Recepción por correo electrónico,Poder descargar deudas anteriores desde la página
19/11/2020 16:46:18,NO,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
19/11/2020 16:00:06,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
19/11/2020 15:54:10,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
19/11/2020 15:52:18,NO,SI,NO,Satisfactoria,Regular,Descarga de la página web de ATM,"El servicio telefónico de la 148 es sumamente mala la prestación, ya que no atienden nunca, tienen al consultante en líneas esperando para atenderlos demasiado tiempo, si es que atienden ya que no siempre atienden y si se es atendido el operador corta la comunicación o atienden de muy mala forma y hablando con mu mala predisposición por parte del personal, no brinda la información que se les solicita por falta de atención al escuchar al consultante o no están interiorizados en el tema. Pésima atención por parte del Servicio de la línea 148."
19/11/2020 15:51:54,SI,SI,NO,Nada satisfactoria,Regular,BOLSA DE COMERCIO,
19/11/2020 15:30:31,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
19/11/2020 15:24:14,NO,NO,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
19/11/2020 15:16:34,SI,SI,SI,Muy satisfactoria,Regular,Descarga de la página web de ATM,
19/11/2020 15:14:38,SI,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,
19/11/2020 14:59:44,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
19/11/2020 14:20:28,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,
19/11/2020 13:39:33,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
19/11/2020 13:20:22,NO,SI,SI,Satisfactoria,Muy Buena,Entrega en su domicilio real,ACTUALICEN LOS CAMBIOS DE TITULARIDAD DE LAS PROPIEDADES..!
19/11/2020 13:15:51,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,"Algunos términos deberían ser mas coloquiales, y precisos, para el entendimiento de la gente que no se dedica habitualmente a esta tarea"
19/11/2020 13:07:52,SI,NO,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,Los tramites web efectuados tienen en general mucha demora en la resolución. Además he tenido problemas con los cálculos de impuesto de sellos.
