,ID,Genero,Auto,Propiedad,Hijos,Ingreso_anual,Tipo_trabajo,Nivel_educativo,Estado_civil,Vivienda,Telefono_laboral,Telefono_fijo,Email,Ocupacion,Tamaño_familia,Desempleado,Años_empleado,Edad
1096,5010052,F,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Cleaning staff,2,0,8.27,50.58
1102,5010057,M,1,1,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,1,Laborers,1,0,6.86,46.48
1104,5010059,F,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,0,12.52,45.37
1114,5010067,F,0,1,0,360000.0,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,Core staff,1,0,21.44,50.34
1116,5010070,F,0,1,0,279000.0,State servant,Higher education,Single / not married,House / apartment,0,0,1,Managers,1,0,1.69,30.37
1117,5010072,F,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2,0,9.6,45.88
1122,5010077,M,1,0,2,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,Cleaning staff,4,0,3.11,34.27
1125,5010081,M,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,1,Security staff,2,0,0.52,57.31
1132,5010088,F,1,1,0,112500.0,Working,Incomplete higher,Single / not married,With parents,0,0,1,Sales staff,1,0,2.6,22.25
1133,5010089,F,0,0,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,0,4.61,28.21
1139,5010099,F,1,1,2,306000.0,State servant,Higher education,Married,House / apartment,0,0,0,Core staff,4,0,10.86,37.07
1142,5010104,F,0,1,0,166500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,61.82
1145,5010108,F,1,1,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,60.56
1150,5010113,F,1,1,0,202500.0,Pensioner,Higher education,Widow,House / apartment,0,0,1,unknown,1,1,0.0,58.23
1155,5010117,F,0,1,1,67500.0,State servant,Secondary / secondary special,Married,Municipal apartment,1,1,0,Core staff,3,0,5.19,42.15
1156,5010118,M,0,1,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,unknown,1,0,1.44,22.9
1157,5010119,M,1,1,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2,0,2.52,38.8
1162,5010124,F,1,1,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,unknown,3,0,14.69,41.05
1163,5010126,F,0,1,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,Managers,4,0,5.69,35.39
1174,5010138,M,1,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,63.76
1184,5010147,F,1,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,3,0,15.78,34.22
1192,5010158,M,1,1,0,202500.0,Commercial associate,Lower secondary,Married,House / apartment,0,0,0,unknown,2,0,21.19,50.96
1194,5010160,M,1,1,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,1,Security staff,2,0,4.44,60.55
1199,5010165,F,0,1,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,2,0,5.11,50.65
1202,5010172,F,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,0,1.27,58.32
1205,5010174,M,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Laborers,2,0,2.02,24.16
1206,5010175,M,1,1,2,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,unknown,4,0,11.69,50.31
1211,5010182,M,0,0,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Laborers,2,0,18.02,45.99
1219,5010188,F,0,1,0,76500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Sales staff,2,0,13.86,42.72
1222,5010192,F,1,1,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,63.89
1224,5010195,M,0,1,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2,0,3.61,49.57
1225,5010196,F,0,1,0,135000.0,Pensioner,Higher education,Single / not married,House / apartment,0,1,0,unknown,1,1,0.0,63.52
1227,5010198,M,1,1,0,135000.0,Working,Lower secondary,Married,With parents,0,0,1,Laborers,2,0,5.11,27.33
1237,5010208,F,0,1,0,135000.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,Core staff,2,0,10.94,37.68
1239,5010210,M,1,1,0,202500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,unknown,2,0,2.94,51.95
1243,5010215,F,1,1,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,3,0,22.02,48.0
1252,5010228,M,1,1,0,315000.0,Commercial associate,Incomplete higher,Married,House / apartment,0,0,0,Secretaries,2,0,5.94,59.06
1255,5010234,M,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2,0,11.86,45.19
1261,5010241,M,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,0,2.86,55.15
1271,5010253,F,1,1,0,247500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2,0,22.86,53.97
1274,5010256,F,1,1,1,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Cooking staff,3,0,9.86,40.21
1276,5010258,M,0,1,1,562500.0,Working,Incomplete higher,Married,House / apartment,1,1,0,unknown,3,0,15.44,37.75
1300,5010283,F,0,1,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,unknown,2,1,0.0,55.82
1310,5010293,F,0,1,0,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Sales staff,1,0,3.19,27.42
1313,5010296,F,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,0,5.11,40.84
1318,5010302,F,0,1,0,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,unknown,2,0,17.02,55.39
1321,5010305,F,0,1,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,64.1
1325,5010309,F,1,1,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,3,0,5.36,41.37
1333,5010317,M,0,0,0,135000.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,Cooking staff,2,0,0.36,25.99
1339,5010322,F,0,0,0,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,62.61
1363,5010346,F,0,1,0,328500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,1,Managers,2,0,5.19,54.82
1366,5010348,F,0,0,0,126000.0,Working,Secondary / secondary special,Single / not married,With parents,0,0,0,Sales staff,1,0,2.6,22.48
1367,5010351,M,1,0,1,180000.0,State servant,Incomplete higher,Married,With parents,0,0,0,Drivers,3,0,3.27,29.0
1369,5010356,F,0,1,0,310500.0,State servant,Higher education,Single / not married,House / apartment,0,0,1,Accountants,1,0,3.61,35.98
1371,5010358,F,0,1,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2,0,20.19,39.06
1373,5010360,F,0,1,2,67500.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,unknown,3,0,20.27,40.61
1374,5010361,M,1,0,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Drivers,1,0,5.52,33.9
1378,5010365,F,1,1,1,157500.0,Working,Higher education,Separated,House / apartment,0,0,1,Medicine staff,2,0,5.77,26.83
1385,5010371,F,1,1,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,65.07
1398,5010385,F,1,1,0,540000.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,Managers,2,0,6.94,37.67
1407,5010394,F,1,1,1,225000.0,Working,Higher education,Married,House / apartment,1,1,0,High skill tech staff,3,0,4.36,38.74
1411,5010402,F,0,1,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,59.83
1424,5010414,M,1,0,1,270000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Drivers,2,0,8.61,36.76
1429,5010420,F,0,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Medicine staff,2,0,0.77,42.92
1441,5010431,F,1,0,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,3,0,0.36,30.41
1443,5010434,F,0,1,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,58.91
1454,5010447,F,0,1,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,62.86
1461,5010453,F,1,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Core staff,2,0,15.94,36.27
1464,5010456,F,0,1,0,171000.0,Student,Higher education,Married,House / apartment,0,0,1,Core staff,2,0,10.69,51.35
1472,5010465,F,1,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Sales staff,3,0,1.86,34.56
1475,5010468,M,1,1,0,675000.0,State servant,Higher education,Married,House / apartment,0,0,0,High skill tech staff,2,0,6.02,32.61
1479,5010473,M,1,1,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,0,0,0,unknown,2,0,0.86,35.83
1482,5010480,M,1,1,2,315000.0,Working,Higher education,Married,House / apartment,1,1,0,unknown,4,0,0.44,37.79
1487,5010485,M,1,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,54.72
1493,5010491,F,1,0,2,270000.0,State servant,Higher education,Married,House / apartment,0,0,0,Secretaries,4,0,12.77,37.69
1497,5010496,M,1,1,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,unknown,3,0,0.86,27.98
1502,5010501,F,0,0,1,90000.0,Working,Secondary / secondary special,Separated,Rented apartment,0,0,1,Sales staff,2,0,0.94,38.9
1503,5010503,F,1,1,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Sales staff,1,0,6.86,47.46
1505,5010507,F,1,1,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3,0,11.61,37.86
1512,5010515,M,1,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Sales staff,2,0,4.52,27.52
1515,5010518,M,1,1,1,450000.0,Working,Higher education,Married,Office apartment,0,0,0,Managers,3,0,7.19,50.58
1529,5010531,F,0,1,0,76500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,unknown,2,1,0.0,55.76
1532,5010534,M,1,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Security staff,2,0,3.94,57.99
1533,5010535,F,1,0,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4,0,8.36,38.13
1538,5010542,F,1,1,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,1,1,Laborers,1,0,8.27,49.79
1550,5010556,M,1,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,High skill tech staff,2,0,7.94,43.19
1555,5010564,F,1,1,0,121500.0,Working,Higher education,Married,House / apartment,0,0,1,Sales staff,2,0,4.61,27.78
1566,5010574,M,1,1,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Drivers,3,0,4.36,30.99
1570,5010583,F,0,0,1,72000.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,Accountants,3,0,5.27,38.8
1572,5010584,M,1,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2,0,1.44,56.06
1574,5010586,M,1,1,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,3,0,9.11,46.02
1580,5010592,F,0,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,62.77
1586,5010598,F,0,1,1,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,0,0,0,Accountants,3,0,2.52,29.89
1588,5010599,F,0,1,2,90000.0,Working,Higher education,Married,House / apartment,0,0,0,Drivers,4,0,12.36,32.48
1595,5010606,F,0,1,0,65250.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1,0,unknown,1,1,0.0,54.48
1602,5010613,F,0,1,0,184500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cleaning staff,2,0,3.36,50.79
1603,5010615,F,0,1,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Cleaning staff,2,0,3.02,58.0
1606,5010620,F,0,1,0,103500.0,Pensioner,Incomplete higher,Married,House / apartment,0,1,0,unknown,2,1,0.0,60.93
1611,5010625,F,0,1,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,unknown,1,0,5.52,53.17
1616,5010632,F,1,1,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Sales staff,2,0,1.86,34.12
1625,5010642,F,0,0,0,180000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,0,1,0,unknown,2,1,0.0,52.74
1628,5010644,M,0,1,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,52.28
1629,5010645,F,1,1,2,67500.0,Working,Higher education,Married,House / apartment,0,0,0,unknown,4,0,4.44,32.65
1631,5010647,M,0,0,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,3,0,1.36,24.21
1637,5010652,M,1,0,0,180000.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Laborers,1,0,2.94,30.27
1638,5010653,M,1,1,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4,0,11.19,36.58
1650,5010665,M,1,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,0,8.19,46.98
1657,5010672,F,0,1,1,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,unknown,3,0,23.86,42.48
1661,5010675,F,0,1,2,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Sales staff,4,0,1.77,35.04
1662,5010676,M,1,1,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Security staff,2,0,2.27,56.99
1664,5010678,M,1,1,0,292500.0,Working,Higher education,Married,House / apartment,0,0,0,Managers,2,0,6.11,28.19
1673,5010689,M,1,1,0,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,Laborers,1,0,0.86,56.56
1676,5010691,M,0,0,0,202500.0,Commercial associate,Incomplete higher,Civil marriage,With parents,0,0,0,unknown,2,0,1.11,33.35
1680,5010696,F,1,1,2,292500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Sales staff,4,0,8.27,38.21
1687,5010706,M,1,0,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Drivers,2,0,13.86,43.43
1691,5010709,M,0,1,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,4,0,16.44,37.86
1695,5010715,F,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,High skill tech staff,2,0,2.77,58.58
1708,5010734,F,0,1,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Waiters/barmen staff,2,0,13.86,32.45
1715,5010743,M,1,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Core staff,2,0,28.02,60.27
1720,5010750,F,1,1,0,67500.0,Pensioner,Incomplete higher,Married,House / apartment,0,1,0,unknown,2,1,0.0,58.45
1727,5010758,F,0,1,0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,61.03
1730,5010760,F,1,1,1,112500.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Cooking staff,2,0,0.94,38.05
1734,5010764,M,0,1,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Laborers,1,0,11.78,30.21
1742,5010772,F,0,0,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,0,9.27,42.53
1743,5010773,F,0,1,0,135000.0,Working,Higher education,Married,With parents,0,0,0,Sales staff,2,0,12.69,38.77
1746,5010779,F,1,1,1,157500.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,Core staff,3,0,6.18,39.63
1749,5010783,F,0,1,0,165150.0,Pensioner,Higher education,Married,House / apartment,0,0,0,unknown,2,1,0.0,63.99
1751,5010785,M,0,0,0,337500.0,Working,Higher education,Married,House / apartment,0,0,1,Managers,2,0,12.52,46.55
1756,5010789,F,0,1,1,99000.0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,Laborers,3,0,7.69,30.22
1762,5010795,F,0,0,0,45000.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,Medicine staff,2,0,14.6,38.17
1764,5010797,F,0,1,0,270000.0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,1,Security staff,2,0,2.11,42.3
1772,5010804,F,0,1,1,135000.0,Working,Higher education,Married,House / apartment,0,0,0,Accountants,3,0,1.69,37.87
1781,5010813,F,0,1,2,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,Sales staff,4,0,8.69,41.45
1787,5010819,F,1,1,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,High skill tech staff,2,0,4.52,35.85
1801,5010835,M,1,1,2,139500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Drivers,4,0,15.27,47.31
1802,5010836,F,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,0,7.27,51.08
1804,5010840,F,0,1,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cleaning staff,3,0,2.52,30.25
1805,5010841,F,1,1,0,112500.0,Pensioner,Higher education,Married,House / apartment,0,0,0,unknown,2,1,0.0,61.31
1807,5010843,F,1,1,0,157500.0,Working,Higher education,Married,House / apartment,0,0,1,Sales staff,2,0,2.02,32.37
1810,5010848,F,0,1,0,54000.0,Pensioner,Lower secondary,Married,House / apartment,0,0,0,unknown,2,1,0.0,60.99
1812,5010850,F,0,1,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,unknown,3,0,19.36,48.91
1816,5010856,F,0,1,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Security staff,2,0,2.86,45.34
1822,5010861,F,1,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,3,0,2.86,38.45
1823,5010862,M,1,1,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,1,Core staff,3,0,1.86,49.75
