Marca temporal,Nro_Mes,Mes_Marca,Con_Mes,1. Utiliza habitualmente la página web de ATM,3. Le resultó simple la creación de su cuenta en Mis Trámites,4. Le resulta comprensible la sección de Mis Trámites,"5. El trámite solicitado dentro de Mis Trámites Online, lo pudo iniciar de forma:",2. La información brindada por la página web de ATM es:,6. El boleto para pagar el año 2021 lo obtiene por:,Defina (máximo en dos palabras) como es el servicio brindado por la página web de ATM,Agregue aquí su sugerencia
9/2/2021 11:25:53,02,FEBRERO,02-FEBRERO,SI,SI,NO,Satisfactoria,Muy Buena,Descarga de la página web de ATM,"Si bien el sistema de trámites online ha resuelto problemas, la página es muy confusa a la hora de consultar los expedientes.",
9/2/2021 11:31:11,02,FEBRERO,02-FEBRERO,SI,SI,NO,Satisfactoria,Regular,Soy contribuyente de CM,,
9/2/2021 11:38:18,02,FEBRERO,02-FEBRERO,NO,SI,NO,Satisfactoria,Buena,Recepción por correo electrónico,,
9/2/2021 11:57:40,02,FEBRERO,02-FEBRERO,SI,SI,SI,Poco satisfactoria,Muy Buena,Descarga de la página web de ATM,"Muy extenso el tiempo para que se resuelva un tramite, por ejemplo sellado de un documento de licitación, se pueden perder trabajos por esta demora.",
9/2/2021 12:53:09,02,FEBRERO,02-FEBRERO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
9/2/2021 13:01:57,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
9/2/2021 13:32:45,02,FEBRERO,02-FEBRERO,NO,SI,SI,Poco satisfactoria,Regular,Voy a ATM porque no me llega,,
9/2/2021 13:59:38,02,FEBRERO,02-FEBRERO,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,,
9/2/2021 14:05:35,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
9/2/2021 14:36:24,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,"he tenido problemas por 1ra vez este año para el sellado de un contrato de locaciòn con el Estado (Municipalidad de Guaymallen) Me envìan x email con el siguiente mensaje que no lo considero claro: ""Se genero la tarea Observa: Tema: Solicitud de Sellado del trámite: EE-4076-2021 Genus, que deberá ser resuelta por Usted"". A continuación intenté resolverlo pero fracasé, con lo cual luego de casi 1 mes lo vuelvo a realizar (PD: en principio pensè que el error mìo fue haber adjuntado archivos .jpg. Entonces dìas despuès de deducir esto adjuntè los mismos documentos en .PDF Pero al dìa de hoy aparece el mismo cartel de OBSERVA. Por lo tanto he resuelto empezar desde CERO con el mismo trámite. slds cordiales
",
9/2/2021 14:46:47,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
9/2/2021 15:57:28,02,FEBRERO,02-FEBRERO,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
9/2/2021 16:16:30,02,FEBRERO,02-FEBRERO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
9/2/2021 17:13:59,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
9/2/2021 18:14:41,02,FEBRERO,02-FEBRERO,NO,SI,SI,Poco satisfactoria,Buena,Entrega en su domicilio real,,
9/2/2021 18:18:52,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
9/2/2021 18:55:14,02,FEBRERO,02-FEBRERO,SI,NO,NO,Satisfactoria,Regular,Entrega en su domicilio real,,
9/2/2021 19:47:56,02,FEBRERO,02-FEBRERO,SI,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,El instructivo de la pagina de Sellados es incompleto o responde a una pagina que ya ha sido cambiada,
9/2/2021 19:49:46,02,FEBRERO,02-FEBRERO,SI,NO,SI,Satisfactoria,Regular,Descarga de la página web de ATM,,
9/2/2021 19:54:16,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,quisiera recibir los boletos por mail,
9/2/2021 21:44:38,02,FEBRERO,02-FEBRERO,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
9/2/2021 22:37:52,02,FEBRERO,02-FEBRERO,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
10/2/2021 8:09:54,02,FEBRERO,02-FEBRERO,SI,SI,NO,Satisfactoria,Regular,bolsa de comercio,,
10/2/2021 8:59:24,02,FEBRERO,02-FEBRERO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
10/2/2021 9:30:51,02,FEBRERO,02-FEBRERO,NO,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,,
10/2/2021 9:50:17,02,FEBRERO,02-FEBRERO,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,informar telefonos habilitados para catastro  y avaluos para sellos para consultas urgentes ya que el tramite on line demora varios dias  tel 148  interno 1 siempre esta ocupado ,
10/2/2021 10:18:20,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"Una vez que el expediente queda en manos del inspector, ya no se puede agregar nada por cuanto el expediente puede ""dormir"" sin que se nos brinde una respuesta.",
10/2/2021 10:40:39,02,FEBRERO,02-FEBRERO,SI,NO,NO,Satisfactoria,Regular,Descarga de la página web de ATM,"Cuesta mucho encontrar lo que se busca, debería ser más clara y accesible la página",
10/2/2021 11:21:20,02,FEBRERO,02-FEBRERO,SI,NO,SI,Satisfactoria,Buena,Descarga de la página web de ATM,muy costoso consegui las certificaciones,
10/2/2021 11:37:40,02,FEBRERO,02-FEBRERO,SI,SI,SI,Poco satisfactoria,Muy Buena,Descarga de la página web de ATM,,
10/2/2021 11:40:55,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
10/2/2021 11:46:17,02,FEBRERO,02-FEBRERO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
10/2/2021 12:01:27,02,FEBRERO,02-FEBRERO,SI,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,,
10/2/2021 12:13:28,02,FEBRERO,02-FEBRERO,NO,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,,
10/2/2021 13:12:40,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Muy Buena,Recepción por correo electrónico,,
10/2/2021 13:20:50,02,FEBRERO,02-FEBRERO,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,,
10/2/2021 13:21:19,02,FEBRERO,02-FEBRERO,SI,SI,SI,Nada satisfactoria,Regular,Descarga de la página web de ATM,mi trámite fue cursado tal que no sé si será resuelto  y la pregunta 4 no lo prevé. Por eso indico nada satisfactoria,
10/2/2021 13:42:49,02,FEBRERO,02-FEBRERO,SI,NO,SI,Poco satisfactoria,Mala,Descarga de la página web de ATM,No es posible la comunicación de pasos a seguir o requisitos de tramites.,
10/2/2021 13:50:43,02,FEBRERO,02-FEBRERO,SI,SI,SI,Nada satisfactoria,Mala,Descarga de la página web de ATM,QUE PORFAVOR REVISEN SUS REGISTROS POR QUE FIGURAN DEUDAS QUE NO EXISTEN,
10/2/2021 14:18:29,02,FEBRERO,02-FEBRERO,SI,SI,NO,Nada satisfactoria,Regular,Descarga de la página web de ATM,son unos caraduras el aumento para 2021. ,
10/2/2021 14:41:41,02,FEBRERO,02-FEBRERO,SI,SI,SI,Nada satisfactoria,Regular,Descarga de la página web de ATM,"El personal administrativo, no se encuentra capacitado para atención mediante ventanilla, como así tampoco lo están en el sector remoto (online), toda vez que no resuelven las consultas, sino que las archivan sin dar solución.-",
10/2/2021 14:47:22,02,FEBRERO,02-FEBRERO,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,Es demasiada básica la pagina y no se puede realizar ninguna corrección en mis tramites on line o  hacer algun comentario o pregunta a la persona que debe resolver,
10/2/2021 16:00:10,02,FEBRERO,02-FEBRERO,NO,SI,SI,Satisfactoria,Muy Buena,Entrega en su domicilio real,,
10/2/2021 17:00:12,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,,
10/2/2021 17:07:15,02,FEBRERO,02-FEBRERO,SI,NO,SI,Satisfactoria,Buena,Recepción por correo electrónico,,
10/2/2021 17:40:32,02,FEBRERO,02-FEBRERO,SI,SI,NO,Poco satisfactoria,Mala,Descarga de la página web de ATM,,
10/2/2021 17:57:47,02,FEBRERO,02-FEBRERO,SI,NO,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
10/2/2021 18:20:08,02,FEBRERO,02-FEBRERO,SI,SI,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,,
10/2/2021 18:57:46,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,,
10/2/2021 20:02:06,02,FEBRERO,02-FEBRERO,NO,NO,NO,Poco satisfactoria,Mala,Descarga de la página web de ATM,Es muy complejo realizar un reclamo por web y además adjuntar archivos,
10/2/2021 22:07:34,02,FEBRERO,02-FEBRERO,SI,SI,SI,Muy satisfactoria,Buena,tengo una exencion ,agregar distintos correos eléctrinicos aclarados a que sector corresponden para realizar consultas u otros para los diferentes trámites.,
10/2/2021 23:45:04,02,FEBRERO,02-FEBRERO,NO,NO,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
11/2/2021 4:00:04,02,FEBRERO,02-FEBRERO,NO,SI,SI,Muy satisfactoria,Buena,Recepción por correo electrónico,,
11/2/2021 8:47:46,02,FEBRERO,02-FEBRERO,NO,NO,SI,Satisfactoria,Buena,Entrega en su domicilio real,,
11/2/2021 9:09:46,02,FEBRERO,02-FEBRERO,SI,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,Menos demora en las respuestas y mas sencillo los sellados,
11/2/2021 9:14:03,02,FEBRERO,02-FEBRERO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
11/2/2021 9:48:06,02,FEBRERO,02-FEBRERO,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,"Mejor atención en ventanilla única. Simplificar aún más la información, las indicaciones y letras más grandes.",
11/2/2021 11:00:26,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
11/2/2021 11:06:32,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
11/2/2021 11:06:53,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,,
11/2/2021 11:15:05,02,FEBRERO,02-FEBRERO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
11/2/2021 11:19:57,02,FEBRERO,02-FEBRERO,SI,SI,SI,Muy satisfactoria,Muy Buena,NO,,
11/2/2021 11:36:46,02,FEBRERO,02-FEBRERO,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
11/2/2021 12:00:09,02,FEBRERO,02-FEBRERO,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,,
11/2/2021 12:09:29,02,FEBRERO,02-FEBRERO,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
11/2/2021 12:21:08,02,FEBRERO,02-FEBRERO,SI,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,"es muy complejo e inentendible hacer seguimiento de tramite, responder observaciones y reclamar falta de respuestas a los expedientes iniciados.",
11/2/2021 12:29:34,02,FEBRERO,02-FEBRERO,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,,
11/2/2021 12:42:10,02,FEBRERO,02-FEBRERO,SI,NO,NO,Nada satisfactoria,Regular,Descarga de la página web de ATM,"deberían atender de forma presencial. Todo los organismos Estatales están funcionando como antes de la pandemia.  Parece que ATM no quiere trabajar, de esta manera  no van a recaudar",
11/2/2021 12:58:42,02,FEBRERO,02-FEBRERO,NO,NO,NO,Nada satisfactoria,Regular,Descarga de la página web de ATM,un telefono de comunicación. una mesa de entradas para informes... miconsulta es breve. quiero saber si sigue vigente  el descuento de auto nuevo por auto nuevo,
11/2/2021 13:54:48,02,FEBRERO,02-FEBRERO,SI,SI,NO,Nada satisfactoria,Regular,Descarga de la página web de ATM,"Nadie responde a las consultas, no atienden el teléfono ni responden los mails, es imposible comunicarse. He iniciado nuevamente un trámite en catastro para ver si me contesta alguien",
11/2/2021 13:55:31,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,Para el sellado de Orden de Compra no figura dicha opción en el tipo de archivo a adjuntar,
11/2/2021 14:04:56,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,En mis trámites debería permitir hacer comentarios del documento adjunto de ser necesario. En la oficina virtual en impuestos debería el sistema arrojar datos como el iporte y fecha de pago y debería dejar generar boletos para el calculo de intereses de manera simple,
11/2/2021 15:10:31,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,HAY QUE EXPLICAR MAS EL TEMA DE PRESENTACIONES ON LINE,
11/2/2021 15:17:43,02,FEBRERO,02-FEBRERO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
11/2/2021 16:01:43,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,,
11/2/2021 16:06:49,02,FEBRERO,02-FEBRERO,SI,NO,NO,Nada satisfactoria,Regular,Descarga de la página web de ATM,,
11/2/2021 16:24:34,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
11/2/2021 17:44:54,02,FEBRERO,02-FEBRERO,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,NECESITO LA INSCRIPCION EN INGRESOS BRUTOS - GRACIAS -,
11/2/2021 17:53:49,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
11/2/2021 17:54:44,02,FEBRERO,02-FEBRERO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
11/2/2021 19:09:22,02,FEBRERO,02-FEBRERO,NO,NO,NO,Satisfactoria,Regular,Descarga de la página web de ATM,,
11/2/2021 19:19:08,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
11/2/2021 20:31:58,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
11/2/2021 22:03:52,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Sería conveniente poder hacer consultas on line mas dinámicas con respecto a los trámites a realizar con un canal exclusivo para Contadores matriculados.,
11/2/2021 22:35:25,02,FEBRERO,02-FEBRERO,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
12/2/2021 10:03:49,02,FEBRERO,02-FEBRERO,SI,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,,
12/2/2021 10:42:41,02,FEBRERO,02-FEBRERO,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
12/2/2021 10:47:21,02,FEBRERO,02-FEBRERO,SI,SI,NO,Nada satisfactoria,Mala,Descarga de la página web de ATM,"Ya no quieren trabajar, ahora los contratos ya ni siquiera los quieren cargar, no estaria sabiendo para que cobran lo que cobran si ya ni eso hacen. Saludos",
12/2/2021 10:55:05,02,FEBRERO,02-FEBRERO,NO,SI,NO,Poco satisfactoria,Buena,Descarga de la página web de ATM,es necesaria la atencion personal  por casos puntuales no resueltos por pagina web,
12/2/2021 10:55:54,02,FEBRERO,02-FEBRERO,SI,SI,NO,Poco satisfactoria,Buena,Descarga de la página web de ATM,"EL SISTEMA TRAMITES EN LINEA ES POCO AMIGABLE, MUY COMPLICADO DE ENTENDER. CREO QUE ESTO PUEDE HACER QUE LOS EXPEDIENTES NO SE MUEVAN CON MAS AGILIDAD.",
12/2/2021 10:56:02,02,FEBRERO,02-FEBRERO,SI,SI,SI,Nada satisfactoria,Regular,Descarga de la página web de ATM,INICIE TRAMITE EL AÑO PASADO Y TODAVIA NO TENEMOS RESPUESTA,
12/2/2021 11:21:08,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,,
12/2/2021 11:30:54,02,FEBRERO,02-FEBRERO,SI,SI,NO,Nada satisfactoria,Mala,Descarga de la página web de ATM,,
12/2/2021 12:02:24,02,FEBRERO,02-FEBRERO,SI,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,Colocar gente idónea para responder trámites web.,
12/2/2021 12:43:21,02,FEBRERO,02-FEBRERO,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
12/2/2021 12:48:12,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
12/2/2021 13:35:39,02,FEBRERO,02-FEBRERO,SI,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,,
12/2/2021 14:35:07,02,FEBRERO,02-FEBRERO,SI,SI,NO,Nada satisfactoria,Regular,Entrega en su domicilio real,"INICIÉ UN TRAMITE SOLICITANDO LA BAJA COMO AGENTE DE RETENCIÓN DE SELLOS , YO NUNCA RECIBÍ NINGUNA NOTIFICACIÓN EN MI DOMICILIO ELECTRÓNICO DE LAS OBSERVACIONES QUE SE EFECTUARON Y SIN MÁS LO MANDARON A ARCHIVO SIN DARME LA OPORTUNIDAD DE AGREGAR LA DOCUMENTACIÓN QUE ME PEDÍAN.  AHORA  HE TENIDO QUE  INICIAR OTRO EXPEDIENTE.  DEL DISEÑO DE LA PÁGINA ES COMPLICADO. NO SE CONDICE CON LA TRAMITACIÓN NORMAL DE UN EXPEDIENTE QUE PERMITE POR EJEMPLO EL DESARCHIVO.",
12/2/2021 15:21:35,02,FEBRERO,02-FEBRERO,NO,NO,SI,Satisfactoria,Buena,No lo se aun.recien estoy tatando de comenzar un tramite de inscripcion de mi vehiculo,"Cuando trate de registrarme on line, resultó imposible, ya que jamás me enviaron el mail con el Link que dicen se necesita para la registracion.tuve que contactarme a traves de ""ayuda"",y mensajes en la pagina. No se aun si el problema esta resuelto...pero me respondieron hoy...veremos",
12/2/2021 17:15:54,02,FEBRERO,02-FEBRERO,NO,NO,NO,Poco satisfactoria,Regular,Recepción por correo electrónico,falta mas indicaciones para acceder a ciertos tramites como el de los sellados. ,
12/2/2021 17:28:23,02,FEBRERO,02-FEBRERO,SI,NO,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,,
12/2/2021 17:31:09,02,FEBRERO,02-FEBRERO,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,,
12/2/2021 17:55:31,02,FEBRERO,02-FEBRERO,NO,SI,SI,Satisfactoria,Buena, lo gestiona mi ex esposa,NUNCA ATIENDEN CUANDO SE LLAMA AL FONO SERVICIO,
12/2/2021 18:01:43,02,FEBRERO,02-FEBRERO,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,"SERÍA IDEAL QUE ALGUIEN ATIENDA EL TELÉFONO

",
12/2/2021 19:16:05,02,FEBRERO,02-FEBRERO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,todo muy claro y preciso,
12/2/2021 22:12:13,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
13/2/2021 8:42:20,02,FEBRERO,02-FEBRERO,NO,SI,NO,Poco satisfactoria,Regular,NO DESCARGO BOLETO,Podrian brindar mayor informacion de asesoramiento en la seccion mis tramites.,
13/2/2021 10:52:44,02,FEBRERO,02-FEBRERO,SI,NO,NO,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
13/2/2021 12:11:04,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
13/2/2021 13:10:04,02,FEBRERO,02-FEBRERO,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,,
13/2/2021 13:35:47,02,FEBRERO,02-FEBRERO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
14/2/2021 9:42:57,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Bien,
14/2/2021 20:01:21,02,FEBRERO,02-FEBRERO,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
14/2/2021 20:30:41,02,FEBRERO,02-FEBRERO,NO,NO,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
15/2/2021 7:32:42,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Muy Buena,Recepción por correo electrónico,"HAY CONSULTAS RAPIDAS QUE PODRIAN SOLUCIONARSE CON UN CHAT.
CREO QUE FALTA EN LA PAGINA UN CHAT CON UN OPERADOR DE ATM.",
15/2/2021 10:37:46,02,FEBRERO,02-FEBRERO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
15/2/2021 11:01:09,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,"CUANDO UNO YA  ABONO UN BOLETO NO DEJA  IMPRIMIRLO.. DEBERIA  DEJARSE  Y QUE  FIGURE  COMO UN  SELLO DE AGUA   QUE DIGA  PAGADO,...  DE ESA  FORMA  SE VISUALIZA  POSTERIOR   AL PAGO Y  NO FUIGURA COMO PENDIENTE.. SINO ABONADO",
15/2/2021 11:33:38,02,FEBRERO,02-FEBRERO,NO,SI,NO,Nada satisfactoria,Buena,Descarga de la página web de ATM,,
15/2/2021 12:33:03,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
15/2/2021 14:55:13,02,FEBRERO,02-FEBRERO,SI,SI,NO,Poco satisfactoria,Regular,Recepción por correo electrónico,,
16/2/2021 10:29:23,02,FEBRERO,02-FEBRERO,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"La respuesta del punto 4, es en base a lo que espero del trámite que he realizado; utilice la sección Trámies On-Line por primera vez.",
16/2/2021 11:05:49,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,"Debería ser mas rápido la resolución de los trámites, como  por ejemplo pedido de Tasa de Justicia o numero de planos de Títulos Supletorios. ",
16/2/2021 11:42:12,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Muy Buena,Recepción por correo electrónico,BUENA,
16/2/2021 12:18:48,02,FEBRERO,02-FEBRERO,SI,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,,
16/2/2021 18:35:48,02,FEBRERO,02-FEBRERO,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
16/2/2021 19:51:12,02,FEBRERO,02-FEBRERO,SI,NO,SI,Satisfactoria,Buena,Recepción por correo electrónico,,
16/2/2021 20:37:20,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
16/2/2021 20:46:47,02,FEBRERO,02-FEBRERO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
17/2/2021 5:58:52,02,FEBRERO,02-FEBRERO,NO,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,mejorar los iconos de mis trámites!,
17/2/2021 9:10:08,02,FEBRERO,02-FEBRERO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
17/2/2021 9:40:10,02,FEBRERO,02-FEBRERO,SI,SI,SI,Nada satisfactoria,Mala,Descarga de la página web de ATM,"ATM ES UNA VERGUENZA. FUNCIONA MAL Y TRABAJA MAL LA GENTE QUE ESTA ATRAS DE ESTE SISTEMA, NO TENEMOS RESPUESTAS RAPIDAS Y SOLO TENEMOS QUE LIDIAR CONTRA UNA PAGINA. ATM UN DESASTRE Y LA GENTE ADAPTADA AL SISTEMA. UN DESASTRE. GRACIAS POR COMPLICARLE LA EXISTENCIA A LSO CONTADORES. ",
17/2/2021 10:20:28,02,FEBRERO,02-FEBRERO,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
17/2/2021 11:11:26,02,FEBRERO,02-FEBRERO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
17/2/2021 11:34:45,02,FEBRERO,02-FEBRERO,NO,NO,SI,Poco satisfactoria,Buena,Entrega en su domicilio real,podrian dar la posibilidad de sacar boleta de plan de pagos sin iniciar un expediente.,
17/2/2021 11:42:48,02,FEBRERO,02-FEBRERO,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,,
17/2/2021 11:43:20,02,FEBRERO,02-FEBRERO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
